Name,Capacity,Price/GB,Type,Form Factor,Interface,Rating,Rating Count,Price
 Gigabyte GP-GSTFS31480GNTD  ,480 GB,$46.64,SSD,"2.5""",SATA 6.0 Gb/s,5, 2,46.64
 Western Digital Blue SA510  ,1 TB,$74.99,SSD,M.2-2280,M.2 SATA,0, 0,74.99
 Corsair MP600 ELITE w/Heatsink  ,2 TB,$169.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,169.99
 Kingston Q500  ,120 GB,$24.49,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,24.49
 Addlink A95  ,8 TB,$919.44,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,919.44
 Kingston NV1  ,250 GB,$39.00,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,39.0
 Seagate FireCuda 530 w/Heatsink  ,500 GB,$64.98,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 1,64.98
 HP EX900 Plus  ,1 TB,$67.98,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,67.98
 Patriot Viper VP4300 Lite  ,4 TB,$259.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,259.99
 Kingston Q500  ,480 GB,$37.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,37.99
 Sabrent Rocket 5  ,2 TB,$339.99,SSD,M.2-2280,M.2 PCIe 5.0 X4,0, 0,339.99
 Acer FA100  ,512 GB,$42.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,42.99
 Gigabyte GP-GSTFS31240GNTD  ,240 GB,$32.99,SSD,"2.5""",SATA 6.0 Gb/s,5, 5,32.99
 ADATA XPG SX6000 Pro  ,1 TB,$78.06,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 4,78.06
 Corsair MP600 PRO  ,1 TB,$98.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,98.99
 Apacer AS2280P4  ,1 TB,$110.15,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,110.15
 Inland Prime  ,1 TB,$169.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 2,169.99
 Sabrent Rocket 4 Plus G  ,1 TB,$119.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 1,119.99
 Samsung 860 QVO  ,2 TB,$199.99,SSD,"2.5""",SATA 6.0 Gb/s,5, 12,199.99
 Patriot P400 Lite  ,1 TB,$74.98,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,74.98
 ADATA LEGEND 960 MAX  ,2 TB,$149.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,149.99
 Intel 710  ,200 GB,$905.95,SSD,"2.5""",SATA 3.0 Gb/s,0, 0,905.95
 Western Digital Black SN850  ,500 GB,$79.97,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 2,79.97
 Silicon Power SU128GBSS3A55S25AE  ,128 GB,$21.99,SSD,"2.5""",SATA 6.0 Gb/s,5, 12,21.99
 FanXiang S500 Pro  ,256 GB,$24.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,24.99
 Silicon Power Silm S55  ,120 GB,$18.05,SSD,"2.5""",SATA 6.0 Gb/s,4, 1,18.05
 ADATA XPG SX6000 Pro  ,512 GB,$100.91,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 9,100.91
 Kingston KC600  ,2.048 TB,$184.53,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,184.53
 Western Digital Blue SN550  ,2 TB,$299.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 8,299.99
 ADATA XPG GAMMIX S70 Blade  ,512 GB,$65.82,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,65.82
 Kingston SSDNow V300  ,240 GB,$95.62,SSD,"2.5""",SATA 6.0 Gb/s,5, 74,95.62
 ADATA Legend 960  ,1 TB,$97.18,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,97.18
 ADATA SU630  ,960 GB,$122.09,SSD,"2.5""",SATA 6.0 Gb/s,5, 2,122.09
 Inland QN322  ,2 TB,$168.95,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 5,168.95
 Western Digital Blue SN500  ,500 GB,$88.00,SSD,M.2-2280,M.2 PCIe 3.0 X2,5, 11,88.0
 TEAMGROUP MS30  ,2 TB,$103.99,SSD,M.2-2280,M.2 SATA,0, 0,103.99
 SanDisk EXTREME PRO  ,1 TB,$139.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 3,139.99
 ADATA XPG SX8200 Pro  ,256 GB,$59.43,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 11,59.43
 HP EX900  ,250 GB,$39.18,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 10,39.18
 Mushkin Source HC  ,8 TB,$829.10,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,829.1
 TEAMGROUP T-Force Vulcan Z  ,2 TB,$109.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,109.99
 Patriot P400 Lite  ,2 TB,$124.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,124.99
 Western Digital PC SN730  ,256 GB,$49.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,49.99
 HP EX900  ,500 GB,$53.94,SSD,M.2-2280,M.2 PCIe 3.0 X4,4, 4,53.94
 OCZ Colossus 2  ,460 GB,$995.00,SSD,"3.5""",SATA 3.0 Gb/s,0, 0,995.0
 Corsair MP400  ,1 TB,$249.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 5,249.99
 Seagate FireCuda 520  ,500 GB,$65.00,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 8,65.0
 Western Digital Green  ,120 GB,$47.00,SSD,M.2-2280,M.2 SATA,5, 11,47.0
 Samsung 840 Evo  ,500 GB,$159.99,SSD,"2.5""",SATA 6.0 Gb/s,5, 91,159.99
 Seagate Lightsaber Collection FireCuda  ,2 TB,$199.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,199.99
 Inland TD510  ,2 TB,$239.99,SSD,M.2-2280,M.2 PCIe 5.0 X4,0, 0,239.99
 TEAMGROUP MS30  ,128 GB,$53.62,SSD,M.2-2280,M.2 SATA,0, 0,53.62
 ADATA LEGEND 900  ,2 TB,$139.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,139.99
 Intenso 3812430  ,128 GB,$18.23,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,18.23
 Mushkin Vortex Redline  ,4 TB,$249.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,249.99
 ADATA XPG SX8100  ,2 TB,$112.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,4, 4,112.99
 ADATA Legend 850  ,1 TB,$74.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,74.99
 Western Digital Black  ,512 GB,$153.88,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 12,153.88
 Western Digital Red SN700  ,4 TB,$329.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,4, 1,329.99
 Acer FA100  ,256 GB,$29.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,29.99
 Western Digital Black SN750  ,250 GB,$79.95,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 14,79.95
 Samsung 960 Pro  ,1 TB,$359.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 13,359.99
 Lexar Professional NM800PRO  ,2 TB,$153.47,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,153.47
 Western Digital Red SN700  ,1 TB,$128.45,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,128.45
 Crucial P5  ,2 TB,$249.67,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 2,249.67
 Samsung PM961  ,128 GB,$75.00,SSD,M.2-2280,M.2 PCIe 3.0 X4,3, 1,75.0
 PNY CS900  ,4 TB,$236.17,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,236.17
 Acer Predator GM7  ,4 TB,$446.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,446.99
 Intenso 3812450  ,512 GB,$41.44,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,41.44
 Seagate IronWolf 125  ,4 TB,$503.42,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,503.42
 Samsung 850 Evo  ,2 TB,$275.00,SSD,"2.5""",SATA 6.0 Gb/s,5, 7,275.0
 Patriot P300  ,2 TB,$112.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,112.99
 PNY CS3140  ,2 TB,$162.61,SSD,M.2-2280,M.2 PCIe 4.0 X4,4, 1,162.61
 KIOXIA EXCERIA  ,480 GB,$50.94,SSD,"2.5""",SATA 6.0 Gb/s,4, 2,50.94
 TEAMGROUP GX2  ,128 GB,$57.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,57.99
 Inland Platinum  ,1.024 TB,$66.98,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,66.98
 TEAMGROUP T-FORCE G50  ,1 TB,$72.98,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,72.98
 Western Digital WD_BLACK SN770M  ,2 TB,$209.99,SSD,M.2-2230,M.2 PCIe 4.0 X4,0, 0,209.99
 Western Digital Green  ,2 TB,$179.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,179.99
 KIOXIA EXCERIA  ,960 GB,$72.95,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,72.95
 Western Digital Black SN750 SE  ,250 GB,$59.00,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,59.0
 Patriot Burst Elite  ,480 GB,$32.49,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,32.49
 ADATA Swordfish  ,500 GB,$94.63,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 10,94.63
 Lexar NM610  ,1 TB,$118.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 4,118.99
 Inland Professional  ,256 GB,$24.99,SSD,"2.5""",SATA 6.0 Gb/s,4, 4,24.99
 Verbatim Vi550  ,256 GB,$23.18,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,23.18
 Corsair MP600 ELITE w/Heatsink  ,1 TB,$94.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,94.99
 HP EX900 Plus  ,512 GB,$42.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,42.99
 ADATA LEGEND 970  ,1 TB,$196.28,SSD,M.2-2280,M.2 PCIe 5.0 X4,0, 0,196.28
 Crucial T705 W/Heatsink  ,1 TB,$198.99,SSD,M.2-2280,M.2 PCIe 5.0 X4,0, 0,198.99
 Seagate BarraCuda 510  ,1 TB,$109.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 4,109.99
 SanDisk Ultra 3D  ,4 TB,$249.99,SSD,"2.5""",SATA 6.0 Gb/s,4, 1,249.99
 Patriot Viper VPR400 RGB  ,1 TB,$81.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 1,81.99
 Nextorage NEM-PA  ,1 TB,$84.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 1,84.99
 Leven JS600  ,2 TB,$99.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,99.99
 Intenso Top Performance  ,256 GB,$36.11,SSD,M.2-2280,M.2 SATA,4, 2,36.11
 Gigabyte GP-GSM2NE3512GNTD  ,512 GB,$89.55,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,89.55
 ADATA Legend 960  ,4 TB,$260.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,260.99
 GOODRAM PX700  ,2.048 TB,$213.18,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,213.18
 Verbatim Vi3000  ,256 GB,$42.26,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,42.26
 Western Digital Red SA500  ,1 TB,$89.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,89.99
 Klevv CRAS C910  ,500 GB,$44.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,44.99
 Sabrent Rocket 4.0 HTSK  ,1 TB,$99.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 11,99.99
 Western Digital PC SN730  ,512 GB,$45.00,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,45.0
 Western Digital Blue  ,250 GB,$44.95,SSD,M.2-2280,M.2 SATA,5, 36,44.95
 ADATA XPG GAMMIX S50 Lite  ,1 TB,$166.77,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 2,166.77
 Samsung 860 Pro  ,2 TB,$599.99,SSD,"2.5""",SATA 6.0 Gb/s,5, 6,599.99
 HP EX900 Plus  ,2 TB,$107.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,107.99
 FanXiang S880  ,4 TB,$269.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,269.99
 Western Digital Blue  ,1 TB,$104.99,SSD,"2.5""",SATA 6.0 Gb/s,5, 5,104.99
 Western Digital Green  ,240 GB,$29.99,SSD,"2.5""",SATA 6.0 Gb/s,3, 1,29.99
 Samsung MZ-75E4T0B  ,4 TB,$429.99,SSD,"2.5""",SATA 6.0 Gb/s,5, 2,429.99
 Samsung 750 Evo  ,500 GB,$149.99,SSD,"2.5""",SATA 6.0 Gb/s,5, 9,149.99
 Corsair MP600 PRO  ,4 TB,$370.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,370.99
 Kingston A400  ,120 GB,$40.99,SSD,M.2-2280,M.2 SATA,5, 8,40.99
 ADATA XPG SPECTRIX S20G  ,500 GB,$111.39,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,111.39
 Inland TN320  ,1 TB,$69.98,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,69.98
 ADATA LEGEND 700  ,512 GB,$48.40,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,48.4
 TEAMGROUP T-Force Delta Max White RGB Lite  ,1 TB,$81.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,81.99
 Samsung 860 Pro  ,1 TB,$302.00,SSD,"2.5""",SATA 6.0 Gb/s,5, 4,302.0
 ADATA XPG SX6000  ,128 GB,$49.99,SSD,M.2-2280,M.2 PCIe 3.0 X2,5, 15,49.99
 Western Digital Red SA500  ,2 TB,$269.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,269.99
 Intenso High Performance  ,960 GB,$76.16,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,76.16
 PNY CS2230  ,500 GB,$52.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,52.99
 HP Z Turbo Drive G2  ,256 GB,$481.00,SSD,PCIe,PCIe x4,0, 0,481.0
 Leven JS600  ,256 GB,$19.98,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,19.98
 Gigabyte GP-GSTFS31100TNTD  ,1 TB,$91.92,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,91.92
 Kingston KC2500  ,1 TB,$119.70,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,119.7
 Lexar NM620  ,256 GB,$32.27,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,32.27
 HP EX920  ,1 TB,$118.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 26,118.99
 Intel 660p  ,2 TB,$325.63,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,325.63
 ADATA LEGEND 900  ,1 TB,$79.98,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,79.98
 Samsung 850 Evo  ,250 GB,$106.10,SSD,M.2-2280,M.2 SATA,5, 37,106.1
 NEMIX RAM NEMESIS  ,1 TB,$89.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,89.99
 ADATA XPG GAMMIX S11 Pro  ,2 TB,$239.67,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 3,239.67
 FanXiang S500 Pro  ,2 TB,$109.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,109.99
 Western Digital Blue SA510  ,500 GB,$52.99,SSD,M.2-2280,M.2 SATA,0, 0,52.99
 Gigabyte GP-GSTFS31120GNTD  ,120 GB,$31.00,SSD,"2.5""",SATA 6.0 Gb/s,4, 2,31.0
 Intel 600p  ,512 GB,$119.00,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 19,119.0
 Crucial MX200  ,500 GB,$397.77,SSD,M.2-2260,M.2 SATA,0, 0,397.77
 Crucial MX300  ,275 GB,$159.99,SSD,"2.5""",SATA 6.0 Gb/s,5, 48,159.99
 Timetec 30TT253X2  ,1 TB,$56.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,56.99
 Corsair MP510  ,4 TB,$299.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,299.99
 ADATA XPG SX6000  ,256 GB,$39.99,SSD,M.2-2280,M.2 PCIe 3.0 X2,5, 19,39.99
 Lexar NS100  ,2 TB,$122.24,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,122.24
 Apacer AS2280P4  ,512 GB,$75.27,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,75.27
 Western Digital Black SN750  ,1 TB,$318.77,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 18,318.77
 Intel 660p  ,512 GB,$82.07,SSD,M.2-2280,M.2 PCIe 3.0 X4,4, 6,82.07
 Intel Optane 905P  ,960 GB,$332.99,SSD,"2.5""",U.2,0, 0,332.99
 Mushkin Tempest  ,256 GB,$27.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,27.99
 Western Digital WDS100T1XHE w/Heatsink  ,1 TB,$128.00,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 2,128.0
 Inland TN320  ,256 GB,$29.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,29.99
 Western Digital WD Blue  ,500 GB,$59.99,SSD,"2.5""",SATA 6.0 Gb/s,5, 1,59.99
 ADATA XPG GAMMIX S5  ,512 GB,$92.16,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 4,92.16
 Corsair CSSD-F4000GBMP600PXT  ,4 TB,$401.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 1,401.99
 Fantom Drives VENOM8  ,8 TB,$899.95,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,899.95
 Gigabyte AORUS RGB  ,512 GB,$145.22,SSD,M.2-2280,M.2 PCIe 3.0 X4,4, 4,145.22
 Inland TN320  ,2 TB,$116.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,116.99
 SanDisk Ultra II  ,480 GB,$124.91,SSD,"2.5""",SATA 6.0 Gb/s,5, 38,124.91
 Kingston SSDNow V200  ,128 GB,$64.98,SSD,"2.5""",SATA 6.0 Gb/s,4, 7,64.98
 HP FX900 Pro  ,4 TB,$259.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,259.99
 ADATA SU635  ,480 GB,$39.99,SSD,"2.5""",SATA 6.0 Gb/s,4, 6,39.99
 Gigabyte GP-GSM2NE3100TNTD  ,1 TB,$114.00,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 4,114.0
 Intel DC P4510  ,8 TB,$985.00,SSD,"2.5""",U.2,0, 0,985.0
 Leven JS600  ,1 TB,$55.99,SSD,"2.5""",SATA 6.0 Gb/s,4, 1,55.99
 Netac NV7000-t  ,1 TB,$102.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,102.99
 Mushkin Tempest  ,512 GB,$39.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,39.99
 Lexar Professional NM800PRO  ,512 GB,$64.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,64.99
 HP EX900 Plus  ,256 GB,$29.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,4, 1,29.99
 Kingston Q500  ,240 GB,$29.00,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,29.0
 Gigabyte AORUS Gen4 5000E  ,500 GB,$81.22,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,81.22
 Crucial T705 W/Heatsink Limited Edition  ,2 TB,$369.99,SSD,M.2-2280,M.2 PCIe 5.0 X4,0, 0,369.99
 Lexar NS100  ,128 GB,$18.49,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,18.49
 Intenso 3812440  ,256 GB,$25.32,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,25.32
 Samsung 860 Pro  ,256 GB,$255.00,SSD,"2.5""",SATA 6.0 Gb/s,5, 6,255.0
 ADATA LEGEND 850 LITE  ,500 GB,$46.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,46.99
 Western Digital Red SA500  ,500 GB,$59.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,59.99
 TEAMGROUP AX2  ,256 GB,$23.99,SSD,"2.5""",SATA 6.0 Gb/s,5, 1,23.99
 ADATA Ultimate SU650  ,960 GB,$75.03,SSD,"2.5""",SATA 6.0 Gb/s,5, 1,75.03
 Intel DC P3600  ,400 GB,$459.74,SSD,"2.5""",U.2,0, 0,459.74
 ADATA XPG GAMMIX S11 Pro  ,256 GB,$46.03,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 3,46.03
 Samsung 860 QVO  ,4 TB,$339.15,SSD,"2.5""",SATA 6.0 Gb/s,5, 2,339.15
 Seagate BarraCuda 120  ,1 TB,$152.58,SSD,"2.5""",SATA 6.0 Gb/s,5, 4,152.58
 ADATA Ultimate SU750  ,1 TB,$79.98,SSD,"2.5""",SATA 6.0 Gb/s,5, 1,79.98
 Western Digital WD_BLACK SN770M  ,1 TB,$109.99,SSD,M.2-2230,M.2 PCIe 4.0 X4,0, 0,109.99
 Samsung 860 Pro  ,512 GB,$210.00,SSD,"2.5""",SATA 6.0 Gb/s,5, 7,210.0
 TEAMGROUP CX1  ,240 GB,$20.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,20.99
 Patriot P310  ,960 GB,$64.98,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,64.98
 Seagate Lightsaber Collection FireCuda  ,1 TB,$119.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 1,119.99
 Gigabyte M30  ,512 GB,$74.83,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,74.83
 Silicon Power A55  ,128 GB,$21.99,SSD,M.2-2280,M.2 SATA,5, 1,21.99
 MSI SPATIUM M480  ,1 TB,$258.10,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,258.1
 Seagate FireCuda 510  ,1 TB,$149.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 2,149.99
 HP FX900 Pro  ,512 GB,$50.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,50.99
 Inland Platinum  ,2 TB,$114.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,114.99
 HP EX950  ,1 TB,$126.86,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 4,126.86
 Western Digital Green  ,1 TB,$95.00,SSD,"2.5""",SATA 6.0 Gb/s,4, 6,95.0
 Addlink S95  ,8 TB,$914.44,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,914.44
 Transcend MTS600  ,32 GB,$34.99,SSD,M.2-2260,M.2 SATA,0, 0,34.99
 SanDisk SSD PLUS  ,120 GB,$61.51,SSD,"2.5""",SATA 6.0 Gb/s,4, 53,61.51
 Transcend MTE240S  ,500 GB,$56.30,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,56.3
 HP S700  ,500 GB,$59.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,59.99
 Inland 1TB TD510 NVME  ,1 TB,$154.99,SSD,M.2-2280,M.2 PCIe 5.0 X4,0, 0,154.99
 Inland Prime  ,2 TB,$129.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,129.99
 Western Digital Green  ,480 GB,$134.44,SSD,M.2-2280,M.2 SATA,5, 1,134.44
 ADATA Legend 850  ,2 TB,$123.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,123.99
 Verbatim Vi7000G  ,2 TB,$129.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,129.99
 Sabrent Rocket 5  ,1 TB,$189.99,SSD,M.2-2280,M.2 PCIe 5.0 X4,0, 0,189.99
 Netac NV7000  ,2 TB,$160.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,160.99
 Lexar NQ100  ,240 GB,$22.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,22.99
 Western Digital Blue SN550  ,500 GB,$69.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,4, 1,69.99
 Patriot P400 Lite  ,250 GB,$46.88,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,46.88
 HP EX900  ,120 GB,$32.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 2,32.99
 Transcend MTE240S  ,1 TB,$79.98,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,79.98
 Crucial MX300  ,1.05 TB,$149.94,SSD,"2.5""",SATA 6.0 Gb/s,5, 13,149.94
 Samsung 850 Evo  ,500 GB,$206.11,SSD,M.2-2280,M.2 SATA,5, 46,206.11
 Patriot Viper VP4300  ,2 TB,$189.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 1,189.99
 Patriot P310  ,1.92 TB,$109.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,109.99
 Klevv CRAS C930  ,1 TB,$79.98,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,79.98
 Sabrent Rocket Q4  ,1 TB,$170.42,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 6,170.42
 PNY XLR8 CS3140 w/Heatsink  ,1 TB,$99.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,99.99
 Acer SA100  ,240 GB,$27.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,27.99
 PNY XLR8 CS3140 w/Heatsink  ,2 TB,$625.29,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,625.29
 Lexar NM610  ,500 GB,$59.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,59.99
 Transcend 250S  ,2 TB,$150.74,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,150.74
 ADATA Premium For PS5  ,1 TB,$79.98,SSD,M.2-2280,M.2 PCIe 4.0 X4,4, 1,79.98
 Western Digital Black SN750  ,2 TB,$300.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 2,300.99
 Inland Gaming Performance Plus  ,8 TB,$849.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,849.99
 Kingston Fury Renegade with Heat Sink  ,500 GB,$84.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,84.99
 Verbatim Vi560  ,1 TB,$62.86,SSD,M.2-2280,M.2 SATA,0, 0,62.86
 Seagate Nytro Enterprise  ,3.2 TB,$1299.00,SSD,"2.5""",SAS 12.0 Gb/s,0, 0,1299.0
 Lenovo S4520  ,480 GB,$308.54,SSD,"3.5""",SATA 6.0 Gb/s,0, 0,308.54
 ADATA SU760  ,512 GB,$37.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,37.99
 Western Digital Blue SA510  ,250 GB,$39.99,SSD,"2.5""",SATA 6.0 Gb/s,5, 1,39.99
 Klevv CRAS C710  ,256 GB,$50.27,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,50.27
 Lexar NS100  ,2 TB,$117.99,SSD,"2.5""",SATA 6.0 Gb/s,4, 1,117.99
