Name,Socket,Form Factor,Max Memory,Memory Slots,Rating,Rating Count,Price
 Asus Z97-C  ,LGA1150,ATX,32 GB,4,5, 3,
 Asus Z97-WS  ,LGA1150,ATX,32 GB,4,5, 1,
 MSI Z97-Gaming 9 AC  ,LGA1150,ATX,32 GB,4,0, 0,
 MSI Z97-G55 SLI  ,LGA1150,ATX,32 GB,4,5, 16,
 Gigabyte GA-Z97M-DS3H  ,LGA1150,Micro ATX,32 GB,4,4, 4,
 EVGA Micro  ,LGA2011-3,Micro ATX,64 GB,4,5, 1,
 EVGA X99 FTW  ,LGA2011-3,EATX,128 GB,8,0, 0,
 MSI B85M Eco  ,LGA1150,Micro ATX,32 GB,4,0, 0,
 MSI H81M Eco  ,LGA1150,Micro ATX,16 GB,2,0, 0,
 Foxconn H61MD  ,LGA1155,Micro ATX,16 GB,2,0, 0,
 MSI AM1M  ,AM1,Micro ATX,16 GB,2,4, 3,
 MSI Z97I GAMING ACK  ,LGA1150,Mini ITX,16 GB,2,0, 0,
 MSI X99A MPOWER  ,LGA2011-3,ATX,128 GB,8,0, 0,
 ASRock Z97 Extreme6/3.1  ,LGA1150,ATX,32 GB,4,0, 0,
 MSI A88XM-E45 V2  ,FM2+,Micro ATX,64 GB,4,0, 0,
 MSI Z97A SLI KRAIT EDITION  ,LGA1150,ATX,32 GB,4,5, 1,
 ASRock Fatal1ty X99 Professional/3.1  ,LGA2011-3,EATX,128 GB,8,0, 0,
 Asus P9D-I  ,LGA1150,Mini ITX,16 GB,2,0, 0,
 ASRock H170M Pro4S  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 ASRock B150M-HDV/D3  ,LGA1151,ATX,16 GB,2,0, 0,
 Asus B150M-C D3  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Gigabyte GA-H170M-D3H DDR3  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Asus H110M-A D3  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Asus B150-PRO D3  ,LGA1151,ATX,64 GB,4,0, 0,
 ASRock Fatal1ty Z170 Professional Gaming i7  ,LGA1151,ATX,64 GB,4,5, 2,
 ASRock H110M-HDV/D3  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Supermicro X10SLH-F  ,LGA1150,Micro ATX,32 GB,4,0, 0,
 Gigabyte GA-Z270X-UD5  ,LGA1151,ATX,64 GB,4,0, 0,
 ASRock Fatal1ty H270M Performance  ,LGA1151,Micro ATX,64 GB,4,4, 1,
 Gigabyte GA-B150M-DS3H DDR3  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Biostar X370GT7  ,AM4,ATX,64 GB,4,0, 0,
 Biostar X370GT3  ,AM4,Micro ATX,64 GB,4,1, 1,
 Gigabyte GA-B250N-Phoenix WIFI  ,LGA1151,Mini ITX,32 GB,2,5, 1,
 MSI X299 GAMING M7 ACK  ,LGA2066,ATX,128 GB,8,0, 0,
 Asus ROG MAXIMUS IX EXTREME  ,LGA1151,EATX,64 GB,4,4, 1,
 Gigabyte X299 AORUS Ultra Gaming  ,LGA2066,ATX,128 GB,8,0, 0,
 Supermicro C7H170-M  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Biostar Z370GT6  ,LGA1151,ATX,64 GB,4,0, 0,
 Gigabyte Z370M AORUS Gaming  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Gigabyte B360N GSM  ,LGA1151,Mini ITX,32 GB,2,0, 0,
 MSI H110 PC MATE  ,LGA1151,ATX,32 GB,2,0, 0,
 ASRock C246M WS  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Supermicro X11SCZ-F  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Supermicro X11SCM-F  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Biostar B365GTA  ,LGA1151,ATX,64 GB,4,0, 0,
 Biostar X470GTA  ,AM4,ATX,64 GB,4,0, 0,
 Biostar X570GT  ,AM4,Micro ATX,128 GB,4,0, 0,
 Gigabyte H110M-S2PT  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Biostar B450GT3  ,AM4,Micro ATX,64 GB,4,0, 0,
 Gigabyte Z490 AORUS ULTRA G2  ,LGA1200,ATX,128 GB,4,5, 1,
 Gigabyte B460M D2V  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 EVGA Z490 FTW WIFI  ,LGA1200,ATX,128 GB,4,0, 0,
 Supermicro C9Z490-PG  ,LGA1200,ATX,128 GB,4,0, 0,
 ASRock Z490D4U-2L2T  ,LGA1200,Micro ATX,128 GB,4,0, 0,
 Asus PRIME H470-PLUS/CSM  ,LGA1200,ATX,128 GB,4,0, 0,
 Asus PRIME A520M-E/CSM  ,AM4,Micro ATX,64 GB,2,0, 0,
 MSI X299 PRO 10G  ,LGA2066,ATX,256 GB,8,0, 0,
 Asus WS C246M PRO/SE  ,LGA1151,Micro ATX,128 GB,4,0, 0,
 Biostar B350GTX  ,AM4,Micro ATX,64 GB,4,0, 0,
 Gigabyte GA-H81M-S2PT  ,LGA1150,Micro ATX,16 GB,2,0, 0,
 Gigabyte H510M DS2V  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 Gigabyte B660M AORUS Pro  ,LGA1700,Micro ATX,192 GB,4,0, 0,
 Biostar Z690A-SILVER  ,LGA1700,ATX,128 GB,4,0, 0,
 Gigabyte H610M HD3P ,LGA1700,Micro ATX,64 GB,2,0, 0,
 Asus PRIME-H510M-F  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 MSI Z590M PRO  ,LGA1200,Micro ATX,128 GB,4,0, 0,
 Gigabyte B560M DS3H PLUS  ,LGA1200,Micro ATX,128 GB,4,0, 0,
 Biostar B760T-SILVER  ,LGA1700,Mini ITX,96 GB,2,0, 0,
 Asus PRIME H610M-A WIFI D4-CSM  ,LGA1700,Micro ATX,64 GB,2,0, 0,
 Asus PRIME H770-PLUS-CSM  ,LGA1700,ATX,192 GB,4,0, 0,
 Asus Pro Q670M-CE D4-CSM  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 ASRock A620M-C  ,AM5,Micro ATX,192 GB,4,0, 0,
 Asus PRIME H610M-R-CSM  ,LGA1700,Micro ATX,96 GB,2,0, 0,
 ASRock B660M-ITX/eDP  ,LGA1700,Mini ITX,64 GB,2,0, 0,
 Zotac IONITX-E-E  ,Integrated Atom 230,Mini ITX,4 GB,2,0, 0,
 Asus PRO H610M-C D4-CSM  ,LGA1700,Micro ATX,64 GB,2,0, 0,
 Intel DH61SA  ,LGA1155,Micro ATX,8 GB,2,0, 0,
 ASRock EPC612D4U-8R  ,LGA2011-3 Narrow,Micro ATX,512 GB,4,0, 0,
 Supermicro MBD-X11SSM-F-O  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Biostar Z490GTA EVO  ,LGA1200,ATX,128 GB,4,0, 0,
 Gigabyte GA-H55M-USB3  ,LGA1156,Micro ATX,16 GB,4,0, 0,
 Asus Maximus III Gene  ,LGA1156,Micro ATX,16 GB,4,0, 0,
 Gigabyte GA-P55A-UD6  ,LGA1156,ATX,16 GB,6,0, 0,
 ASRock M3A770DE  ,AM3,ATX,16 GB,4,4, 1,
 Gigabyte GA-MA785GM-US2H  ,AM3/AM2+/AM2,Micro ATX,16 GB,4,4, 3,
 Asus M4A88T-M  ,AM3,Micro ATX,16 GB,4,0, 0,
 Gigabyte GA-790XTA-UD4  ,AM3,ATX,16 GB,4,0, 0,
 Gigabyte GA-EP45T-UD3LR  ,LGA775,ATX,16 GB,4,0, 0,
 Gigabyte GA-EP45T-USB3P  ,LGA775,ATX,8 GB,4,0, 0,
 EVGA 132-GT-E768-KR  ,LGA1366,ATX,24 GB,6,0, 0,
 Intel DG41TY  ,LGA775,Micro ATX,8 GB,2,3, 1,
 Asus M4A88T-M/USB3  ,AM3,Micro ATX,16 GB,4,0, 0,
 ASRock M3A785GMH/128M  ,AM3,Micro ATX,16 GB,4,0, 0,
 Intel DH55PJ  ,LGA1156,Micro ATX,8 GB,2,0, 0,
 Asus P7H55-M LX  ,LGA1156,Micro ATX,8 GB,2,0, 0,
 MSI P55-CD53  ,LGA1156,ATX,16 GB,4,0, 0,
 MSI NF750-G55  ,AM3,ATX,16 GB,4,0, 0,
 EVGA 141-GT-E770-A1  ,LGA1366,EATX,24 GB,6,0, 0,
 Jetway JI31GM4-L-LF  ,LGA775,Micro ATX,4 GB,2,0, 0,
 Gigabyte GA-880GM-D2H  ,AM3,Micro ATX,8 GB,2,0, 0,
 Asus P5G41C-M LX  ,LGA775,Micro ATX,8 GB,2,0, 0,
 Zotac NF610I-E-E  ,LGA775,Micro ATX,4 GB,2,0, 0,
 Biostar G41D3G  ,LGA775,Micro ATX,4 GB,2,0, 0,
 Biostar P43D3  ,LGA775,ATX,4 GB,2,0, 0,
 Jetway JXBLUE-H55-MINI-LF  ,LGA1156,Micro ATX,8 GB,2,0, 0,
 Intel DP67DE  ,LGA1155,Micro ATX,32 GB,4,0, 0,
 ASRock P67 Extreme6  ,LGA1155,ATX,32 GB,4,0, 0,
 Biostar TForce TG31-A7  ,LGA775,ATX,4 GB,2,0, 0,
 Gigabyte GA-M68MT-S2P  ,AM3,Micro ATX,8 GB,2,0, 0,
 Biostar G41HDRCH  ,LGA775,Micro ATX,8 GB,2,0, 0,
 Asus M4A87T  ,AM3,ATX,16 GB,4,0, 0,
 MSI P67A-GD65 ,LGA1155,ATX,32 GB,4,0, 0,
 MSI P67A-GD55 ,LGA1155,ATX,32 GB,4,4, 1,
 ASRock H61M/U3S3  ,LGA1155,Micro ATX,16 GB,2,5, 2,
 Gigabyte GA-P67A-UD3P-B3  ,LGA1155,ATX,32 GB,4,0, 0,
 Gigabyte GA-H67MA-USB3-B3  ,LGA1155,Micro ATX,32 GB,4,0, 0,
 ASRock 890FX Deluxe5  ,AM3+,ATX,32 GB,4,0, 0,
 Gigabyte GA-P67X-UD3-B3  ,LGA1155,ATX,32 GB,4,0, 0,
 Gigabyte GA-X58A-OC  ,LGA1366,ATX,24 GB,6,0, 0,
 Gigabyte GA-Z68X-UD3P-B3  ,LGA1155,ATX,32 GB,4,2, 2,
 Jetway JNAF91R-G41  ,LGA775,ATX,4 GB,2,0, 0,
 ASRock Fatal1ty P67 Performance  ,LGA1155,ATX,32 GB,4,3, 1,
 Asus M5A97 EVO  ,AM3+,ATX,32 GB,4,5, 3,
 ASRock H61M-GE  ,LGA1155,Micro ATX,16 GB,4,0, 0,
 Gigabyte GA-A75-D3H  ,FM1,ATX,32 GB,4,4, 2,
 Asus F1A75-V PRO  ,FM1,ATX,64 GB,4,0, 0,
 Jetway JTI41M  ,LGA775,Micro ATX,8 GB,2,0, 0,
 ASRock A75M  ,FM1,Micro ATX,16 GB,2,5, 1,
 Biostar H61MHB  ,LGA1155,Micro ATX,16 GB,2,4, 1,
 Biostar TA990FXE  ,AM3+,ATX,16 GB,4,5, 1,
 Asus F1A55-M LE  ,FM1,Micro ATX,32 GB,2,0, 0,
 Asus P8H61-M LX PLUS ,LGA1155,Micro ATX,16 GB,2,0, 0,
 MSI H61MA-E35 ,LGA1155,Micro ATX,16 GB,2,0, 0,
 Biostar TZ68K+  ,LGA1155,ATX,32 GB,4,4, 1,
 Gigabyte GA-Z68AP-D3,LGA1155,ATX,32 GB,4,0, 0,
 MSI A55M-P33  ,FM1,Micro ATX,16 GB,2,4, 2,
 Intel DZ77BH55K  ,LGA1155,ATX,32 GB,4,4, 1,
 Intel DZ77GA70K  ,LGA1155,ATX,32 GB,4,4, 1,
 ASRock Z77 Performance  ,LGA1155,ATX,32 GB,4,5, 2,
 Asus P8Z77 WS  ,LGA1155,ATX,32 GB,4,4, 2,
 ASRock H77 Pro4-M  ,LGA1155,Micro ATX,32 GB,4,0, 0,
 ASRock 970 Pro3  ,AM3+,ATX,32 GB,4,0, 0,
 Gigabyte GA-970A-DS3  ,AM3+,ATX,32 GB,4,4, 7,
 ECS H61H2-A2 Deluxe ,LGA1155,ATX,16 GB,2,0, 0,
 ECS H61H-G11  ,LGA1155,Thin Mini ITX,16 GB,2,0, 0,
 Gigabyte GA-Z77X-UP4 TH  ,LGA1155,ATX,32 GB,4,5, 5,
 Intel DZ77RE75K  ,LGA1155,ATX,32 GB,4,0, 0,
 Asus F2A55-M LK PLUS  ,FM2,Micro ATX,32 GB,2,0, 0,
 ASRock Z77 Extreme11  ,LGA1155,EATX,32 GB,4,0, 0,
 ASRock FM2A85X-ITX  ,FM2,Mini ITX,32 GB,2,5, 2,
 Gigabyte GA-Z87MX-D3H  ,LGA1150,Micro ATX,32 GB,4,5, 12,
 Asus Z87-Expert  ,LGA1150,ATX,32 GB,4,0, 0,
 ASRock H87 Performance  ,LGA1150,ATX,32 GB,4,4, 5,
 ASRock B85M  ,LGA1150,Micro ATX,16 GB,2,0, 0,
 MSI Z87I  ,LGA1150,Mini ITX,16 GB,2,4, 3,
 Biostar Hi-Fi B85S3+ Ver. 6.x  ,LGA1150,Micro ATX,32 GB,4,4, 2,
 Gigabyte GA-F2A88X-UP4  ,FM2+,ATX,64 GB,4,5, 9,
 MSI H81M-E33 V2  ,LGA1150,Micro ATX,16 GB,2,0, 0,
 MSI H87M-E35  ,LGA1150,Micro ATX,16 GB,2,5, 1,
 ECS B75H2-M4,LGA1155,Micro ATX,16 GB,2,0, 0,
 ECS H87H3-TI ,LGA1150,Thin Mini ITX,16 GB,2,0, 0,
 ASRock FM2A88X Extreme4+  ,FM2+,ATX,64 GB,4,5, 6,
 Gigabyte GA-78LMT-S2P,AM3+,Micro ATX,16 GB,2,3, 2,
 ASRock Fatal1ty H87 Performance  ,LGA1150,ATX,32 GB,4,5, 1,
 Gigabyte GA-H81M-HD2  ,LGA1150,Micro ATX,16 GB,2,4, 2,
 Gigabyte GA-H81-D3  ,LGA1150,ATX,16 GB,2,4, 1,
 Gigabyte GA-F2A88XM-DS2  ,FM2+,Micro ATX,64 GB,2,0, 0,
 Biostar AM1MHP  ,AM1,Micro ATX,16 GB,2,0, 0,
 Asus AM1I-A  ,AM1,Mini ITX,32 GB,2,4, 1,
 ASRock Q1900M  ,Integrated Celeron J1900,Micro ATX,16 GB,2,0, 0,
 Biostar Hi-Fi B85N 3D  ,LGA1150,Mini ITX,16 GB,2,0, 0,
 ASRock H97 PERFORMANCE  ,LGA1150,ATX,32 GB,4,4, 2,
 ECS H81H3-A3  ,LGA1150,ATX,16 GB,2,0, 0,
 ASRock FM2A88X+ BTC  ,FM2+,ATX,64 GB,4,0, 0,
 Gigabyte GA-Z97X-Gaming G1 WIFI-BK  ,LGA1150,ATX,32 GB,4,5, 3,
 MSI Z97I Gaming AC  ,LGA1150,Mini ITX,16 GB,2,4, 5,
 MSI H97 Guard-Pro  ,LGA1150,ATX,32 GB,4,0, 0,
 Gigabyte GA-B85N PHOENIX-WIFI  ,LGA1150,Mini ITX,16 GB,2,5, 2,
 MSI Z97I AC  ,LGA1150,Mini ITX,16 GB,2,4, 5,
 Biostar Hi-Fi Z97WE  ,LGA1150,ATX,32 GB,4,0, 0,
 Biostar Hi-Fi A88W 3D  ,FM2+,ATX,64 GB,4,5, 2,
 ASRock Z97 OC FORMULA  ,LGA1150,ATX,32 GB,4,5, 2,
 ECS A58F2P-M4,FM2+,Micro ATX,32 GB,2,4, 1,
 Asus A88X-GAMER  ,FM2+,ATX,64 GB,4,0, 0,
 MSI X99S GAMING 9 ACK  ,LGA2011-3,EATX,128 GB,8,5, 1,
 ASRock EPC612D8A-TB  ,LGA2011-3 Narrow,ATX,256 GB,8,0, 0,
 MSI A68HM-P33  ,FM2+,Micro ATX,32 GB,2,0, 0,
 MSI X99A XPOWER AC  ,LGA2011-3,EATX,128 GB,8,4, 1,
 ASRock E3C222D4U  ,LGA1150,Micro ATX,32 GB,4,0, 0,
 ASRock EP2C612D16SM  ,2 x LGA2011-3 Narrow,SSI EEB,1024 GB,16,0, 0,
 Asus P5P41T LE  ,LGA775,ATX,8 GB,2,0, 0,
 MSI X99A GAMING 9 ACK  ,LGA2011-3,EATX,128 GB,8,5, 2,
 ASRock X99 Extreme6/3.1  ,LGA2011-3,ATX,128 GB,8,0, 0,
 Gigabyte GA-P85-D3T  ,LGA1150,ATX,16 GB,2,0, 0,
 MSI A68HI AC  ,FM2+,Mini ITX,32 GB,2,4, 5,
 Gigabyte GA-B85M-HD3-A  ,LGA1150,Micro ATX,16 GB,2,0, 0,
 ASRock N3700-ITX  ,Integrated Pentium N3700,Mini ITX,16 GB,2,0, 0,
 ASRock FATAL1TY 970 PERFORMANCE/3.1  ,AM3+/AM3,ATX,64 GB,4,0, 0,
 ASRock Z170 Gaming K4/D3  ,LGA1151,ATX,64 GB,4,0, 0,
 Asus B150M-K D3  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Asus B150M-PLUS D3  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 MSI B150M ECO  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Biostar Z170GT7  ,LGA1151,ATX,64 GB,4,4, 5,
 Gigabyte GA-X150M-PRO ECC  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 ASRock E3V5 Performance Gaming/OC  ,LGA1151,ATX,64 GB,4,0, 0,
 Gigabyte GA-Z170X-Gaming 5-EU  ,LGA1151,ATX,64 GB,4,0, 0,
 ASRock B150M Pro4/Hyper  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Supermicro X11SSL-CF  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Asus P10S-M  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Gigabyte GA-X170-WS ECC ,LGA1151,ATX,64 GB,4,0, 0,
 Biostar Z270GT9  ,LGA1151,ATX,64 GB,4,0, 0,
 Biostar B250GT5  ,LGA1151,ATX,64 GB,4,5, 1,
 EVGA Z270 Stinger  ,LGA1151,Mini ITX,32 GB,2,0, 0,
 Biostar X370GT5  ,AM4,ATX,64 GB,4,0, 0,
 Biostar B350ET2  ,AM4,Micro ATX,32 GB,2,0, 0,
 MSI Z270 MPOWER GAMING TITANIUM  ,LGA1151,ATX,64 GB,4,0, 0,
 MSI B350M PRO-VH PLUS  ,AM4,Micro ATX,32 GB,2,4, 1,
 Supermicro X11SSZ-F  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Gigabyte H310M HD2  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 ASRock H310M-G/M.2  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Gigabyte X299 AORUS Gaming 7 Pro  ,LGA2066,ATX,128 GB,8,0, 0,
 Biostar B450MHC  ,AM4,Micro ATX,32 GB,2,0, 0,
 MSI B360M BAZOOKA PLUS  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 ECS B350AM4-M2  ,AM4,Micro ATX,64 GB,4,0, 0,
 ASRock H410M/ac  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 Biostar Z490GTA  ,LGA1200,ATX,128 GB,4,0, 0,
 ASRock H510M/ac  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 ASRock B560M-HDV-A  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 Asus EX-B760M-V5 D4-CSM  ,LGA1700,Micro ATX,64 GB,2,0, 0,
 Asus EX-B760M-V5 D4  ,LGA1700,Micro ATX,64 GB,2,0, 0,
 Gigabyte B760M AORUS PRO  ,LGA1700,Micro ATX,192 GB,4,0, 0,
 Biostar B45M2  ,AM4,Micro ATX,32 GB,2,0, 0,
 MSI PRO B760M-G  ,LGA1700,Micro ATX,96 GB,2,0, 0,
 Biostar B650MXC PRO  ,AM5,Micro ATX,192 GB,4,0, 0,
 Biostar B760MXC PRO  ,LGA1700,Micro ATX,192 GB,4,0, 0,
 ASRock B760M-HDVP  ,LGA1700,Micro ATX,96 GB,2,0, 0,
 Asus PRIME H610M-K ARGB-CSM  ,LGA1700,Micro ATX,96 GB,2,0, 0,
 Gigabyte B760M D  ,LGA1700,Micro ATX,96 GB,2,0, 0,
 Gigabyte H610M S2 V3 DDR4  ,LGA1700,Micro ATX,64 GB,2,0, 0,
 ASRock B85M DASH/OL R2.0  ,LGA1150,Micro ATX,32 GB,4,0, 0,
 Gigabyte B360 M AORUS PRO ,LGA1700,Micro ATX,64 GB,4,0, 0,
 Supermicro C7Z170-OCE  ,LGA1151,ATX,64 GB,4,0, 0,$536.24
 EVGA 111-CD-E630-TR  ,LGA1156,Micro ATX,16 GB,4,0, 0,
 Gigabyte GA-H57M-USB3  ,LGA1156,Micro ATX,16 GB,4,0, 0,
 Asus P7P55D-E Deluxe  ,LGA1156,ATX,16 GB,4,0, 0,
 Zotac GF6100-B-E  ,AM3/AM2+,Micro ATX,4 GB,2,0, 0,
 Foxconn A6GMV  ,AM3,Micro ATX,8 GB,2,0, 0,
 Asus M4A78L-M  ,AM3/AM2+/AM2,Micro ATX,8 GB,2,0, 0,
 ASRock 770 Extreme3  ,AM3,ATX,16 GB,4,5, 1,
 Asus M4A89GTD PRO/USB3  ,AM3,ATX,16 GB,4,3, 1,
 Zotac G31MAT-B-E  ,LGA775,Micro ATX,4 GB,2,0, 0,
 Gigabyte GA-G41M-ES2H  ,LGA775,Micro ATX,8 GB,2,0, 0,
 ASRock G41M-S  ,LGA775,Micro ATX,8 GB,2,0, 0,
 ASRock P43DE3  ,LGA775,ATX,16 GB,4,0, 0,
 Zotac G43ITX-A-E  ,LGA775,Mini ITX,8 GB,2,0, 0,
 Biostar TP43ECombo  ,LGA775,ATX,8 GB,2,0, 0,
 Asus M4A77D  ,AM3/AM2+/AM2,ATX,16 GB,4,0, 0,
 Asus P5P43TD/USB3  ,LGA775,ATX,16 GB,4,0, 0,
 ASRock K10N78D  ,AM2+/AM2,ATX,16 GB,4,0, 0,
 MSI H55M-E23  ,LGA1156,Micro ATX,8 GB,2,3, 1,
 Asus P6T6 WS Revolution  ,LGA1366,ATX,24 GB,6,0, 0,
 ASRock G43Twins-FullHD  ,LGA775,Micro ATX,8 GB,4,0, 0,
 Biostar TP45E Combo 6.X  ,LGA775,ATX,8 GB,4,0, 0,
 Zotac H55ITX-C-E  ,LGA1156,Mini ITX,8 GB,2,0, 0,
 Gigabyte GA-H67A-UD3H  ,LGA1155,ATX,16 GB,4,0, 0,
 Asus P8H67-M LX  ,LGA1155,Micro ATX,16 GB,2,0, 0,
 Asus P8H67-M PRO/CSM  ,LGA1155,Micro ATX,32 GB,4,5, 1,
 Gigabyte GA-P43T-ES3G  ,LGA775,ATX,16 GB,4,0, 0,
 ASRock P67 Pro3  ,LGA1155,ATX,32 GB,4,0, 0,
 Foxconn A78AX 3.0  ,AM3,ATX,16 GB,4,2, 1,
 ASRock A770DE+  ,AM3/AM2+/AM2,ATX,16 GB,4,0, 0,
 Biostar A780L3G  ,AM3,Micro ATX,8 GB,2,5, 1,
 Biostar G41U3G  ,LGA775,Micro ATX,8 GB,2,0, 0,
 Biostar P43-A7  ,LGA775,ATX,8 GB,4,0, 0,
 MSI H61MU-E35 ,LGA1155,Micro ATX,16 GB,2,5, 1,
 Biostar H61MH  ,LGA1155,Micro ATX,8 GB,2,0, 0,
 Gigabyte GA-H67M-D2-B3  ,LGA1155,Micro ATX,16 GB,2,0, 0,
 ASRock H67M ,LGA1155,Micro ATX,16 GB,2,0, 0,
 Gigabyte GA-870A-USB3  ,AM3,ATX,16 GB,4,5, 1,
 ECS P45T-AD3  ,LGA775,ATX,8 GB,4,0, 0,
 Gigabyte GA-G41MT-USB3  ,LGA775,Micro ATX,8 GB,2,0, 0,
 ASRock P67 Pro3 SE  ,LGA1155,ATX,32 GB,4,0, 0,
 ASRock E350M1/USB3  ,Integrated E-Series E-350,Mini ITX,16 GB,2,5, 1,
 Gigabyte GA-Z68X-UD4-B3  ,LGA1155,ATX,32 GB,4,0, 0,
 ASRock Z68 Pro3  ,LGA1155,ATX,32 GB,4,0, 0,
 Jetway JMIP41TA-IC-LF  ,LGA775,ATX,8 GB,2,0, 0,
 Jetway JNMF91-G41  ,LGA775,Micro ATX,4 GB,2,0, 0,
 MSI H61M-P21 ,LGA1155,Micro ATX,16 GB,2,4, 2,
 Gigabyte GA-A75M-D2H  ,FM1,Micro ATX,16 GB,2,4, 1,
 Biostar TA75A+  ,FM1,ATX,32 GB,4,0, 0,
 Gigabyte GA-A75M-S2V  ,FM1,Micro ATX,16 GB,2,0, 0,
 MSI A75MA-G55  ,FM1,Micro ATX,32 GB,4,0, 0,
 MSI 970A-G45  ,AM3+,ATX,32 GB,4,0, 0,
 ASRock Z68M/USB3  ,LGA1155,Micro ATX,16 GB,2,0, 0,
 ASRock A75M-ITX  ,FM1,Mini ITX,16 GB,2,0, 0,
 EVGA 160-SB-E689-KR  ,LGA1155,EATX,16 GB,4,5, 1,
 ASRock A55M-HVS  ,FM1,Micro ATX,16 GB,2,4, 1,
 Zotac Z68ITX-A-E  ,LGA1155,Mini ITX,16 GB,2,0, 0,
 Biostar H61MLC  ,LGA1155,Micro ATX,16 GB,2,5, 1,
 Intel DZ68BC  ,LGA1155,ATX,32 GB,4,4, 1,
 Jetway JNAF92-Q67  ,LGA1155,ATX,32 GB,4,0, 0,
 ASRock Z68 Pro3 GEN3  ,LGA1155,ATX,32 GB,4,4, 3,
 Zotac H61MAT-A-E  ,LGA1155,Micro ATX,16 GB,2,0, 0,
 Intel DG41RQ  ,LGA775,Micro ATX,8 GB,2,0, 0,
 Gigabyte GA-880GM-D2H ,AM3+,Micro ATX,8 GB,2,0, 0,
 ASRock Z77 Professional-M  ,LGA1155,Micro ATX,32 GB,4,5, 2,
 MSI 990FXA-GD65V2  ,AM3+,ATX,32 GB,4,5, 3,
 Asus P8Z77-V PREMIUM  ,LGA1155,ATX,32 GB,4,5, 1,
 ECS A960M-M2  ,AM3+,Micro ATX,16 GB,2,0, 0,
 ASRock 960GM/U3S3 FX  ,AM3+,Micro ATX,16 GB,2,4, 14,
 Asus F1A55-M LX PLUS R2.0  ,FM1,Micro ATX,32 GB,2,0, 0,
 Jetway JTA55M1  ,FM1,Micro ATX,8 GB,2,0, 0,
 EVGA 131-IB-E695-KR  ,LGA1155,ATX,32 GB,4,0, 0,
 ASRock FM2A75 Pro4  ,FM2,ATX,32 GB,4,5, 2,
 Asus F2A85-M/CSM  ,FM2,Micro ATX,64 GB,4,5, 3,
 Gigabyte GA-F2A55M-HD2  ,FM2,Micro ATX,64 GB,2,3, 6,
 ASRock FM2A85X Extreme4-M  ,FM2,Micro ATX,64 GB,4,5, 1,
 Zotac Z77ITX-A-E  ,LGA1155,Mini ITX,16 GB,2,0, 0,
 MSI FM2-A85XMA-E35  ,FM2,Micro ATX,32 GB,2,5, 2,
 ECS H61H2-I v1.1  ,LGA1155,Mini ITX,16 GB,2,0, 0,
 ASRock H61MV-ITX  ,LGA1155,Mini ITX,16 GB,2,5, 3,
 MSI B75MA-G43  ,LGA1155,Micro ATX,32 GB,4,0, 0,
 Gigabyte G1.SNIPER 5  ,LGA1150,EATX,32 GB,4,5, 2,
 ASRock H87M  ,LGA1150,Micro ATX,16 GB,2,0, 0,
 ASRock H87M-ITX  ,LGA1150,Mini ITX,16 GB,2,4, 3,
 ECS A55F2-M4,FM2,Micro ATX,32 GB,2,0, 0,
 Asus P9D-X  ,LGA1150,ATX,32 GB,4,0, 0,
 Asus P9D WS  ,LGA1150,ATX,32 GB,4,0, 0,
 Asus A55M-E  ,FM2,Micro ATX,32 GB,2,4, 1,
 ASRock H87WS-DL  ,LGA1150,ATX,32 GB,4,0, 0,
 MSI Z87-G55  ,LGA1150,ATX,32 GB,4,5, 2,
 ECS H61H2-I5 ,LGA1155,Mini ITX,16 GB,2,0, 0,
 Zotac H87ITX-A-E  ,LGA1150,Mini ITX,16 GB,2,0, 0,
 Asus A55BM-A/USB3  ,FM2+,Micro ATX,32 GB,2,5, 1,
