Name,Socket,Form Factor,Max Memory,Memory Slots,Rating,Rating Count,Price
 Asus PRIME H610M-K  ,LGA1700,Micro ATX,96 GB,2,0, 0,
 Gigabyte Z490 AORUS ELITE  ,LGA1200,ATX,128 GB,4,5, 2,$230.00
 MSI MAG B550M BAZOOKA  ,AM4,Micro ATX,128 GB,4,5, 9,
 MSI MAG B760M MORTAR MAX WIFI DDR4  ,LGA1700,Micro ATX,128 GB,4,5, 1,
 Asus ROG Strix TRX40-E Gaming  ,sTRX4,ATX,256 GB,8,5, 1,
 Asus PRIME Z690M-PLUS D4  ,LGA1700,Micro ATX,128 GB,4,4, 7,
 ASRock H610M-HDV/M.2  ,LGA1700,Micro ATX,64 GB,2,4, 1,
 ASRock B550M/ac  ,AM4,Micro ATX,128 GB,4,5, 2,
 MSI B360 GAMING PLUS  ,LGA1151,ATX,64 GB,4,5, 7,
 Gigabyte GA-H61M-S1  ,LGA1155,Micro ATX,16 GB,2,5, 3,
 Asus Z590 WIFI GUNDAM EDITION  ,LGA1200,ATX,128 GB,4,5, 3,
 Gigabyte B660 DS3H AX DDR4  ,LGA1700,ATX,128 GB,4,5, 2,
 MSI MPG B550I GAMING EDGE MAX WIFI  ,AM4,Mini ITX,64 GB,2,4, 8,
 Gigabyte X570 AORUS PRO WIFI  ,AM4,ATX,128 GB,4,4, 33,
 ASRock B460M Pro4  ,LGA1200,Micro ATX,128 GB,4,4, 9,
 MSI MAG B560 TOMAHAWK WIFI  ,LGA1200,ATX,128 GB,4,5, 9,
 MSI X99A SLI PLUS  ,LGA2011-3,ATX,128 GB,8,5, 10,
 Asus Sabertooth Z87  ,LGA1150,ATX,32 GB,4,5, 59,
 Asus TUF GAMING X570-PRO ,AM4,ATX,128 GB,4,5, 30,
 MSI B450-A PRO  ,AM4,ATX,64 GB,4,4, 23,
 Gigabyte B550 AORUS MASTER  ,AM4,ATX,128 GB,4,4, 12,$406.99
 ASRock B760M PG Riptide Wifi  ,LGA1700,Micro ATX,192 GB,4,0, 0,
 ASRock A520M Pro4  ,AM4,Micro ATX,128 GB,4,0, 0,$99.99
 ASRock X399D8A-2T  ,sTR4,ATX,256 GB,8,0, 0,
 MSI MAG B660M BAZOOKA DDR4  ,LGA1700,Micro ATX,128 GB,4,5, 1,$228.33
 ASRock B660M-C  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 Gigabyte Z590 AORUS PRO AX  ,LGA1200,ATX,128 GB,4,0, 0,$296.89
 Asus ROG STRIX Z690-A GAMING WIFI  ,LGA1700,ATX,192 GB,4,0, 0,
 MSI PRO B550-P GEN3  ,AM4,ATX,128 GB,4,0, 0,
 MSI B560M-A PRO  ,LGA1200,Micro ATX,64 GB,2,3, 2,
 Asus CROSSHAIR VI HERO  ,AM4,ATX,128 GB,4,4, 31,
 MSI PRO-B660M-A-CEC-WIFI-DDR4  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 Gigabyte B550 AORUS ELITE AX  ,AM4,ATX,128 GB,4,5, 2,$201.91
 Gigabyte B560M DS3H V2  ,LGA1200,Micro ATX,128 GB,4,4, 1,
 Asus Prime TRX40-Pro  ,sTRX4,ATX,256 GB,8,0, 0,
 Asus ROG MAXIMUS Z790 APEX  ,LGA1700,ATX,96 GB,2,5, 2,
 ASRock Z390 Phantom Gaming 4  ,LGA1151,ATX,128 GB,4,5, 2,
 Gigabyte B550 AORUS PRO V2  ,AM4,ATX,128 GB,4,4, 8,$262.42
 MSI MPG Z490 GAMING CARBON WIFI  ,LGA1200,ATX,128 GB,4,5, 7,$349.00
 ASRock H87WSA-DL  ,LGA1150,ATX,32 GB,4,0, 0,
 Gigabyte GA-970A-DS3P  ,AM3+,ATX,32 GB,4,4, 47,
 Asus TUF GAMING B650M-E  ,AM5,Micro ATX,128 GB,4,0, 0,$232.24
 Asus TUF B450M-PRO GAMING  ,AM4,Micro ATX,64 GB,4,5, 3,
 ASRock TRX40 Creator  ,sTRX4,ATX,256 GB,8,5, 1,
 MSI H81M-P33  ,LGA1150,Micro ATX,16 GB,2,4, 31,
 MSI MEG X570 ACE  ,AM4,ATX,128 GB,4,5, 18,
 MSI MEG Z390 GODLIKE  ,LGA1151,EATX,128 GB,4,5, 5,
 Asus PRIME H410M-K  ,LGA1200,Micro ATX,64 GB,2,0, 0,$180.00
 MSI MAG X570S TORPEDO MAX  ,AM4,ATX,128 GB,4,5, 1,
 Biostar A520MH  ,AM4,Micro ATX,64 GB,2,0, 0,
 Asus Z170I PRO GAMING  ,LGA1151,Mini ITX,32 GB,2,5, 53,
 Asus ROG Strix Z370-I Gaming  ,LGA1151,Mini ITX,32 GB,2,5, 33,
 ASRock X399M Taichi  ,sTR4,Micro ATX,64 GB,4,5, 4,
 MSI B450 Gaming Plus  ,AM4,ATX,64 GB,4,4, 12,
 ASRock B660M Phantom Gaming 4  ,LGA1700,Micro ATX,128 GB,4,4, 2,
 Gigabyte GA-F2A78M-HD2  ,FM2+,Micro ATX,64 GB,2,3, 5,
 Gigabyte B660M AORUS Pro AX DDR4  ,LGA1700,Micro ATX,128 GB,4,4, 7,
 Asus M5A78L-M PLUS/USB3  ,AM3+,Micro ATX,32 GB,4,4, 12,
 MSI Z590 PLUS  ,LGA1200,ATX,128 GB,4,0, 0,
 MSI MPG Z390I GAMING EDGE AC  ,LGA1151,Mini ITX,64 GB,2,4, 7,
 Asus TUF X470-PLUS GAMING  ,AM4,ATX,64 GB,4,5, 5,
 ASRock B560M Steel Legend  ,LGA1200,Micro ATX,128 GB,4,4, 1,
 Gigabyte Z490 VISION G  ,LGA1200,ATX,128 GB,4,5, 15,$349.99
 MSI B450M BAZOOKA V2  ,AM4,Micro ATX,64 GB,4,5, 15,
 Gigabyte GA-G41MT-S2PT  ,LGA775,Micro ATX,8 GB,2,3, 5,
 Gigabyte Z490 UD  ,LGA1200,ATX,128 GB,4,5, 1,
 Asus TUF Z370 Plus Gaming  ,LGA1151,ATX,64 GB,4,5, 1,
 Gigabyte X570S UD  ,AM4,ATX,128 GB,4,5, 2,
 Asus B75M-Plus  ,LGA1155,Micro ATX,32 GB,4,0, 0,$342.71
 Gigabyte B550 VISION D  ,AM4,ATX,128 GB,4,4, 15,
 ECS G31T-M7  ,LGA775,Micro ATX,4 GB,2,0, 0,
 Gigabyte B450 Gaming X  ,AM4,ATX,64 GB,4,3, 4,
 Intel DQ45CB  ,LGA775,Micro ATX,8 GB,4,1, 1,
 Asus ROG Crosshair VII Hero ,AM4,ATX,64 GB,4,5, 24,
 EVGA Z790 DARK K|NGP|N  ,LGA1700,EATX,64 GB,2,0, 0,
 Asus TUF GAMING Z590-PLUS  ,LGA1200,ATX,128 GB,4,5, 1,
 Gigabyte B660 DS3H AC DDR4  ,LGA1700,ATX,128 GB,4,0, 0,
 Asus Pro B550M-C/CSM  ,AM4,Micro ATX,128 GB,4,5, 1,$129.99
 MSI PRO B660M-G DDR4  ,LGA1700,Micro ATX,64 GB,2,0, 0,
 MSI PRO B660M-E DDR4  ,LGA1700,Micro ATX,64 GB,2,0, 0,
 ASRock B250M Pro4  ,LGA1151,Micro ATX,64 GB,4,4, 17,
 ASRock B450M Pro4-F R2.0  ,AM4,Micro ATX,128 GB,4,0, 0,$217.63
 MSI MPG Z390 GAMING PRO CARBON AC  ,LGA1151,ATX,128 GB,4,5, 6,
 Gigabyte B450M GAMING  ,AM4,Micro ATX,32 GB,2,4, 2,
 Biostar Z690 VALKYRIE  ,LGA1700,ATX,192 GB,4,0, 0,$865.65
 MSI Big Bang - XPower II  ,LGA2011,XL ATX,128 GB,8,5, 4,
 Asus H110M-A/M.2  ,LGA1151,Micro ATX,32 GB,2,4, 11,
 MSI MAG B660M MORTAR MAX WIFI DDR4  ,LGA1700,Micro ATX,128 GB,4,5, 1,
 Asus STRIX Z270F  ,LGA1151,ATX,64 GB,4,4, 17,
 Asus Rampage IV Black Edition  ,LGA2011,EATX,128 GB,8,5, 14,$1010.92
 Gigabyte Z590 AORUS ULTRA  ,LGA1200,ATX,128 GB,4,5, 2,$389.00
 MSI Z790 GAMING WIFI  ,LGA1700,ATX,192 GB,4,0, 0,
 ASRock B660 Pro RS  ,LGA1700,ATX,128 GB,4,5, 2,
 Asus Zenith II Extreme  ,sTRX4,EATX,256 GB,8,5, 3,
 Gigabyte MW50-SV0  ,LGA2011-3,ATX,256 GB,8,0, 0,
 Gigabyte GA-H110M-DS2  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 MSI B460M-A PRO  ,LGA1200,Micro ATX,64 GB,2,4, 11,
 Asus PRIME H310M-K R2.0  ,LGA1151,Micro ATX,32 GB,2,4, 1,
 MSI B450M MORTAR  ,AM4,Micro ATX,64 GB,4,5, 25,
 Asus PRIME H310-PLUS  ,LGA1151,ATX,32 GB,2,3, 1,
 Gigabyte GA-AB350M-Gaming 3  ,AM4,Micro ATX,64 GB,4,4, 13,
 MSI MEG Z390 ACE  ,LGA1151,ATX,128 GB,4,5, 21,
 Asus PRIME B460-PLUS  ,LGA1200,ATX,128 GB,4,4, 5,
 ASRock A320M  ,AM4,Micro ATX,32 GB,2,0, 0,
 Gigabyte H410M S2H V2  ,LGA1200,Micro ATX,64 GB,2,0, 0,$95.09
 Gigabyte H610M H  ,LGA1700,Micro ATX,64 GB,2,0, 0,$111.86
 Asus TUF GAMING B550M-ZAKU ,AM4,Micro ATX,128 GB,4,5, 1,$347.46
 Asus ProArt X570-CREATOR WIFI  ,AM4,ATX,128 GB,4,5, 2,
 Biostar B450MHP  ,AM4,Micro ATX,64 GB,2,0, 0,$106.90
 MSI MEG X570S ACE MAX  ,AM4,ATX,128 GB,4,5, 2,
 Gigabyte Z590 AORUS MASTER  ,LGA1200,ATX,128 GB,4,5, 3,$379.99
 Gigabyte H310M S2H  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Gigabyte B460M DS3H V2  ,LGA1200,Micro ATX,128 GB,4,0, 0,
 Gigabyte B650M C V2  ,AM5,Micro ATX,192 GB,4,0, 0,
 Gigabyte H410M S2H  ,LGA1200,Micro ATX,64 GB,2,4, 4,
 Asus TUF B360M-PLUS GAMING  ,LGA1151,Micro ATX,64 GB,4,4, 1,
 Asus PRO Q570M-C/CSM  ,LGA1200,Micro ATX,128 GB,4,0, 0,$154.00
 Asus ROG MAXIMUS XII FORMULA  ,LGA1200,ATX,128 GB,4,5, 10,$654.00
 Supermicro X10SL7-F  ,LGA1150,Micro ATX,32 GB,4,0, 0,$198.69
 Asus PRIME B650M-A II-CSM  ,AM5,Micro ATX,192 GB,4,0, 0,$172.99
 Gigabyte B760M AORUS ELITE AX DDR4  ,LGA1700,Micro ATX,128 GB,4,5, 1,
 Gigabyte B550M AORUS PRO  ,AM4,Micro ATX,128 GB,4,4, 14,
 ASRock H97M Pro4  ,LGA1150,Micro ATX,32 GB,4,5, 42,
 MSI A68HM-GRENADE  ,FM2+,Micro ATX,32 GB,2,4, 5,
 ASRock B450M Steel Legend Pink  ,AM4,Micro ATX,128 GB,4,0, 0,
 Asus PRIME B560M-A AC  ,LGA1200,Micro ATX,128 GB,4,4, 1,
 Gigabyte GA-B75M-D3H  ,LGA1155,Micro ATX,32 GB,4,4, 11,
 MSI B250M PRO-VD  ,LGA1151,Micro ATX,32 GB,2,4, 23,
 Gigabyte B365 HD3  ,LGA1151,ATX,64 GB,4,4, 1,
 MSI TRX40 PRO WIFI  ,sTRX4,ATX,256 GB,8,0, 0,
 ASRock Z690 Steel Legend  ,LGA1700,ATX,128 GB,4,5, 3,
 MSI Z270 GAMING M3  ,LGA1151,ATX,64 GB,4,5, 9,
 Biostar Z690A VALKYRIE  ,LGA1700,ATX,128 GB,4,0, 0,
 Asus ROG Crosshair VII Hero  ,AM4,ATX,64 GB,4,5, 12,
 ASRock Fatal1ty B450 GAMING K4  ,AM4,ATX,64 GB,4,4, 5,
 Colorful CVN X570M GAMING FROZEN V14  ,AM4,Micro ATX,128 GB,4,0, 0,
 Asus PRIME A520M-E  ,AM4,Micro ATX,64 GB,2,0, 0,$105.85
 Gigabyte X570 UD  ,AM4,ATX,128 GB,4,3, 2,$275.00
 ASRock Z370 Extreme4  ,LGA1151,ATX,64 GB,4,5, 21,
 Gigabyte Z370 AORUS Gaming 7 ,LGA1151,ATX,64 GB,4,5, 32,
 MSI H410M PRO  ,LGA1200,Micro ATX,64 GB,2,4, 4,
 Asus ROG STRIX Z590-I GAMING WIFI  ,LGA1200,Mini ITX,64 GB,2,4, 7,
 Asus PRIME H410M-E  ,LGA1200,Micro ATX,64 GB,2,2, 1,
 MSI B150 Gaming M3  ,LGA1151,ATX,64 GB,4,5, 8,
 Asus STRIX X370-F GAMING  ,AM4,ATX,64 GB,4,5, 21,
 ASRock Z590 Phantom Gaming-ITX/TB4  ,LGA1200,Mini ITX,64 GB,2,5, 1,$347.99
 MSI MEG Z690 UNIFY-X  ,LGA1700,ATX,96 GB,2,5, 1,
 Asus TUF GAMING B660M-E D4  ,LGA1700,Micro ATX,128 GB,4,0, 0,$223.00
 Gigabyte B760 DS3H AC  ,LGA1700,ATX,192 GB,4,0, 0,$154.99
 Asus Sabertooth 990FX R2.0  ,AM3+,ATX,32 GB,4,5, 87,
 Asus M5A97 R2.0  ,AM3+,ATX,32 GB,4,4, 150,
 ASRock X299 Steel Legend  ,LGA2066,ATX,256 GB,8,0, 0,$222.99
 MSI B450M BAZOOKA  ,AM4,Micro ATX,64 GB,4,4, 7,
 ASRock B560M Pro4  ,LGA1200,Micro ATX,128 GB,4,4, 7,
 ASRock B550 Taichi  ,AM4,ATX,128 GB,4,4, 4,$298.74
 Gigabyte B550M AORUS PRO AX  ,AM4,Micro ATX,128 GB,4,4, 1,
 Gigabyte GA-Z77X-UD3H  ,LGA1155,ATX,32 GB,4,5, 46,
 Asus M5A99FX PRO R2.0  ,AM3+,ATX,32 GB,4,5, 88,
 Gigabyte GA-H97M-D3H  ,LGA1150,Micro ATX,32 GB,4,5, 23,
 Asus PRIME H310M-A R2.0  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Asus Pro B660M-C D4-CSM  ,LGA1700,Micro ATX,128 GB,4,0, 0,$129.99
 ASRock Z390 Phantom Gaming-ITX/ac  ,LGA1151,Mini ITX,64 GB,2,5, 17,$480.99
 Gigabyte B560 AORUS PRO AX  ,LGA1200,ATX,128 GB,4,0, 0,$294.89
 Asus MAXIMUS VIII RANGER  ,LGA1151,ATX,64 GB,4,5, 4,
 Gigabyte GA-AB350-Gaming  ,AM4,ATX,64 GB,4,4, 6,
 ASRock Z590-C/ac  ,LGA1200,ATX,128 GB,4,5, 1,
 Asus PRIME B760M-A WIFI-CSM  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 Gigabyte Z690 UD DDR4  ,LGA1700,ATX,128 GB,4,4, 6,$307.89
 Gigabyte GA-Z97X-UD5H  ,LGA1150,ATX,32 GB,4,5, 14,$406.49
 Biostar H310MHP  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 MSI Z87-G45 Gaming  ,LGA1150,ATX,32 GB,4,5, 131,
 Gigabyte GA-Z170X-Gaming 7  ,LGA1151,ATX,64 GB,4,5, 27,
 Asus TUF GAMING B660M-PLUS D4  ,LGA1700,Micro ATX,128 GB,4,0, 0,$236.48
 Asus PRIME A320M-A  ,AM4,Micro ATX,64 GB,4,0, 0,$117.72
 MSI B150M BAZOOKA  ,LGA1151,Micro ATX,64 GB,4,4, 12,
 Gigabyte B660 AORUS Master DDR4  ,LGA1700,ATX,128 GB,4,4, 3,$312.89
 Gigabyte Z370 AORUS Gaming 5 ,LGA1151,ATX,64 GB,4,5, 19,
 Gigabyte GA-AB350M-DS3H  ,AM4,Micro ATX,64 GB,4,4, 9,
 Asus H97M-E  ,LGA1150,Micro ATX,32 GB,4,5, 5,
 ASRock X299E-ITX/ac  ,LGA2066,Mini ITX,128 GB,4,4, 3,
 MSI H310M PRO-M2 PLUS  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 ASRock B650M-C  ,AM5,Micro ATX,192 GB,4,0, 0,
 Asus PRIME H510M-R  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 MSI X99A GAMING PRO CARBON  ,LGA2011-3,ATX,128 GB,8,4, 8,
 MSI PRO B650-VC WIFI  ,AM5,ATX,192 GB,4,0, 0,
 ASRock B760M Pro-A D4 WiFi  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 ASRock X570 PG Velocita  ,AM4,ATX,128 GB,4,5, 3,
 Gigabyte Z690M AORUS ELITE DDR4  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 Asus TUF Z390-PRO GAMING  ,LGA1151,ATX,128 GB,4,5, 2,$380.99
 Gigabyte Z370 HD3 ,LGA1151,ATX,64 GB,4,5, 1,
 Asus ROG STRIX X470-I GAMING  ,AM4,Mini ITX,32 GB,2,5, 28,
 Gigabyte H310M M.2 2.0  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Asus TUF GAMING H670-PRO WIFI D4  ,LGA1700,ATX,128 GB,4,5, 2,$267.68
 Gigabyte GA-Z170XP-SLI  ,LGA1151,ATX,64 GB,4,4, 19,
 Asus SABERTOOTH X99  ,LGA2011-3,ATX,64 GB,8,5, 10,
 Asus Z170-E  ,LGA1151,ATX,64 GB,4,5, 19,
 MSI Z370 GAMING PRO CARBON  ,LGA1151,ATX,64 GB,4,4, 13,
 MSI B250M GAMING PRO  ,LGA1151,Micro ATX,32 GB,2,5, 12,
 Asus TUF GAMING B560-PLUS WIFI  ,LGA1200,ATX,128 GB,4,5, 3,
 Gigabyte Z490 AORUS ELITE AC  ,LGA1200,ATX,128 GB,4,5, 6,$349.99
 Asus ROG STRIX Z490-F GAMING  ,LGA1200,ATX,128 GB,4,5, 2,
 Asus Z87-Pro  ,LGA1150,ATX,32 GB,4,5, 73,
 NZXT N7 Z390  ,LGA1151,ATX,64 GB,4,5, 2,
 MSI MEG Z490I UNIFY  ,LGA1200,Mini ITX,64 GB,2,5, 6,
 Asus ROG STRIX Z490-A GAMING  ,LGA1200,ATX,128 GB,4,5, 6,$369.99
 ASRock H670 Steel Legend  ,LGA1700,ATX,128 GB,4,4, 1,$184.50
 MSI Z170A GAMING M7  ,LGA1151,ATX,64 GB,4,5, 31,
 Gigabyte GA-AX370M-DS3H  ,AM4,Micro ATX,64 GB,4,4, 2,
 Asus ROG STRIX B560-G GAMING WIFI  ,LGA1200,Micro ATX,128 GB,4,0, 0,
 Asus Maximus VI Hero  ,LGA1150,ATX,32 GB,4,5, 107,
 ASRock H670M Pro RS  ,LGA1700,Micro ATX,128 GB,4,0, 0,$139.99
 MSI Z77A-GD65  ,LGA1155,ATX,32 GB,4,5, 8,
 ASRock Z690 Extreme WiFi 6E  ,LGA1700,ATX,128 GB,4,5, 1,
 Gigabyte B660 DS3H DDR4  ,LGA1700,ATX,128 GB,4,0, 0,$203.34
 MSI MPG Z590 GAMING EDGE WIFI  ,LGA1200,ATX,128 GB,4,5, 2,
 Asus ROG STRIX Z490-I GAMING  ,LGA1200,Mini ITX,64 GB,2,4, 9,
 Gigabyte GA-F2A55M-DS2  ,FM2,Micro ATX,64 GB,2,3, 1,
 MSI Z170A PC MATE  ,LGA1151,ATX,64 GB,4,4, 10,
 ASRock Fatal1ty X370 Gaming K4  ,AM4,ATX,64 GB,4,5, 8,
 MSI MPG Z490M GAMING EDGE WIFI  ,LGA1200,Micro ATX,128 GB,4,5, 6,
 MSI MAG B460M MORTAR WIFI  ,LGA1200,Micro ATX,128 GB,4,5, 5,
 Asus Z170-P  ,LGA1151,ATX,64 GB,4,5, 9,
 Asus H110-PLUS  ,LGA1151,ATX,32 GB,2,4, 2,
 Asus ROG STRIX Z270i GAMING  ,LGA1151,Mini ITX,32 GB,2,5, 36,
 Asus PRO A520M-C II/CSM  ,AM4,Micro ATX,64 GB,2,0, 0,$92.99
 Asus PRIME H610M-A D4  ,LGA1700,Micro ATX,64 GB,2,0, 0,
 Asus P8H61-M LE/CSM R2.0  ,LGA1155,Micro ATX,16 GB,2,4, 5,
 Asus PRIME H410M-A  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 MSI Z270 SLI PLUS  ,LGA1151,ATX,64 GB,4,5, 1,$394.99
 Asus P7H55-M Pro  ,LGA1156,Micro ATX,16 GB,4,5, 1,
 Asus STRIX B250F GAMING  ,LGA1151,ATX,64 GB,4,5, 2,
 Asus ROG Strix Z370-H Gaming  ,LGA1151,ATX,64 GB,4,5, 6,
 Asus Q87M-E/CSM  ,LGA1150,Micro ATX,32 GB,4,5, 4,
 Asus TUF Z270 MARK 2  ,LGA1151,ATX,64 GB,4,5, 5,
 ASRock X370 Taichi  ,AM4,ATX,64 GB,4,4, 14,
 Gigabyte Z390 DESIGNARE  ,LGA1151,ATX,128 GB,4,5, 5,$509.00
 Asus PRIME H270M-PLUS  ,LGA1151,Micro ATX,64 GB,4,5, 1,$744.57
 Gigabyte B560M DS3H  ,LGA1200,Micro ATX,128 GB,4,5, 5,
 Gigabyte B660M GAMING X AX DDR4  ,LGA1700,Micro ATX,128 GB,4,4, 3,
 Gigabyte B550M S2H  ,AM4,Micro ATX,64 GB,2,5, 2,
 MSI B550-A PRO ,AM4,ATX,128 GB,4,0, 0,
 MSI PRO B660M-A WIFI  ,LGA1700,Micro ATX,192 GB,4,0, 0,
 ASRock X570D4U-2L2T  ,AM4,Micro ATX,128 GB,4,0, 0,$499.99
 Asus PRIME X670E-PRO WIFI-CSM  ,AM5,ATX,192 GB,4,0, 0,
 Asus ProArt B760-CREATOR  ,LGA1700,ATX,192 GB,4,0, 0,
 MSI B365M-PRO-VH  ,LGA1151,Micro ATX,32 GB,2,5, 1,
 ASRock B365M Phantom Gaming 4  ,LGA1151,Micro ATX,128 GB,4,5, 11,
 Asus PRIME H510M-R R2.0  ,LGA1200,Micro ATX,64 GB,2,0, 0,$113.19
 MSI MEG X299 CREATION  ,LGA2066,EATX,128 GB,8,0, 0,
 Asus ROG ZENITH EXTREME  ,sTR4,EATX,128 GB,8,5, 6,
 MSI Big Bang-Marshal ,LGA1155,XL ATX,32 GB,4,0, 0,
 MSI B360 GAMING ARCTIC  ,LGA1151,ATX,64 GB,4,5, 3,
 MSI A320M PRO-VH  ,AM4,Micro ATX,64 GB,2,0, 0,
 Gigabyte B660M AORUS ELITE AX DDR4  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 ASRock Z590M Phantom Gaming 4  ,LGA1200,Micro ATX,128 GB,4,3, 1,
 Asus PRIME X670-P WIFI-CSM  ,AM5,ATX,192 GB,4,0, 0,
 ASRock H370M-ITX/ac  ,LGA1151,Mini ITX,32 GB,2,5, 1,
 Biostar H410MHG  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 MSI PRO H610M-B DDR4  ,LGA1700,Micro ATX,64 GB,2,4, 3,
 Asus B85M-E/CSM  ,LGA1150,Micro ATX,32 GB,4,4, 7,
 ASRock H81 Pro BTC  ,LGA1150,ATX,16 GB,2,4, 2,
 ASRock Z270 Killer SLI/ac  ,LGA1151,ATX,64 GB,4,5, 15,$706.49
 Gigabyte GA-H61M-DS2  ,LGA1155,Micro ATX,16 GB,2,4, 2,
 Gigabyte GA-H110M-S2H  ,LGA1151,Micro ATX,32 GB,2,4, 8,
 Gigabyte X470 AORUS GAMING 7 WIFI  ,AM4,ATX,64 GB,4,5, 11,
 ASRock Z390M-ITX/ac  ,LGA1151,Mini ITX,64 GB,2,5, 4,
 Gigabyte B460M DS3H  ,LGA1200,Micro ATX,128 GB,4,4, 4,
 MSI H110M Gaming  ,LGA1151,Micro ATX,32 GB,2,4, 35,
 MSI Z170A KRAIT GAMING 3X  ,LGA1151,ATX,64 GB,4,5, 40,
 MSI X470 GAMING PRO CARBON  ,AM4,ATX,64 GB,4,4, 19,
 MSI PRO B760-VC WIFI IV  ,LGA1700,ATX,256 GB,4,0, 0,
 ASRock Z590 Steel Legend  ,LGA1200,ATX,128 GB,4,5, 1,
 MSI MEG X570S UNIFY-X MAX  ,AM4,ATX,64 GB,2,5, 2,
 Asus X99-A  ,LGA2011-3,ATX,64 GB,8,5, 10,
 MSI H110M Pro-VD  ,LGA1151,Micro ATX,32 GB,2,4, 11,
 Asus WS X299 SAGE  ,LGA2066,SSI CEB,128 GB,8,0, 0,$516.96
 ASRock AB350 Gaming-ITX/ac  ,AM4,Mini ITX,32 GB,2,4, 53,
 Gigabyte B360 AORUS Gaming 3 WIFI  ,LGA1151,ATX,64 GB,4,4, 8,
 Asus TUF GAMING B760M-E D4  ,LGA1700,Micro ATX,128 GB,4,0, 0,$200.76
 Asus H170-PRO  ,LGA1151,ATX,64 GB,4,5, 3,
 MSI B450M PRO-M2  ,AM4,Micro ATX,32 GB,2,4, 2,
 MSI MAG Z690M MORTAR WIFI  ,LGA1700,Micro ATX,192 GB,4,5, 1,
 ASRock X370 KILLER SLI/ac  ,AM4,ATX,64 GB,4,5, 22,
 Asus MAXIMUS VIII FORMULA  ,LGA1151,ATX,64 GB,4,5, 9,$2591.77
 Asus WS C246 PRO  ,LGA1151,ATX,64 GB,4,5, 2,$329.95
 ASRock H670 PG Riptide  ,LGA1700,ATX,128 GB,4,5, 2,$149.99
 Asus TUF Z390M-PRO GAMING ,LGA1151,Micro ATX,128 GB,4,5, 6,
 MSI H510I PRO WIFI  ,LGA1200,Mini ITX,64 GB,2,4, 2,
 Asus Z97I-PLUS  ,LGA1150,Mini ITX,16 GB,2,5, 38,
 Gigabyte GA-H110M-H  ,LGA1151,Micro ATX,32 GB,2,4, 3,
 MSI B250M PRO-VDH  ,LGA1151,Micro ATX,64 GB,4,5, 13,
 MSI B350M MORTAR  ,AM4,Micro ATX,64 GB,4,4, 16,
 MSI PRO B760-VC WIFI II  ,LGA1700,ATX,192 GB,4,0, 0,
 Supermicro MBD-X11SAE-F-O  ,LGA1151,ATX,64 GB,4,0, 0,$281.06
 Gigabyte Z690I AORUS ULTRA PLUS DDR4 ,LGA1700,Mini ITX,64 GB,2,4, 2,
 Asus H81M-C/CSM  ,LGA1150,Micro ATX,16 GB,2,4, 3,
 Asus Rampage V Edition 10  ,LGA2011-3,EATX,128 GB,8,5, 9,
 ASRock B365 Pro4  ,LGA1151,ATX,64 GB,4,4, 7,
 MSI B560M PRO-VDH  ,LGA1200,Micro ATX,128 GB,4,5, 1,
 Gigabyte B760M GAMING AC DDR4  ,LGA1700,Micro ATX,64 GB,2,0, 0,
 Asus ROG STRIX Z490-G GAMING ,LGA1200,Micro ATX,128 GB,4,5, 11,
 Biostar B660T-SILVER  ,LGA1700,Mini ITX,64 GB,2,0, 0,
 ASRock B660M Steel Legend  ,LGA1700,Micro ATX,128 GB,4,3, 1,
 Gigabyte Z390 D  ,LGA1151,ATX,128 GB,4,0, 0,
 Asus STRIX Z270G  ,LGA1151,Micro ATX,64 GB,4,5, 26,
 Gigabyte B550 AORUS PRO  ,AM4,ATX,128 GB,4,4, 10,
 Asus PRIME A520M-R  ,AM4,Micro ATX,64 GB,2,0, 0,
 MSI X370 GAMING PLUS  ,AM4,ATX,64 GB,4,4, 14,
 Gigabyte B560 HD3  ,LGA1200,ATX,128 GB,4,0, 0,
 Asus STRIX Z270H  ,LGA1151,ATX,64 GB,4,4, 10,
 Asus P8Z77-V LX  ,LGA1155,ATX,32 GB,4,5, 10,
 Asus Sabertooth Z77  ,LGA1155,ATX,32 GB,4,5, 42,
 Gigabyte GA-X99M-GAMING 5  ,LGA2011-3,Micro ATX,32 GB,4,5, 1,
 MSI Z170-A PRO  ,LGA1151,ATX,64 GB,4,5, 13,
 Gigabyte GA-AB350N-Gaming WIFI ,AM4,Mini ITX,32 GB,2,4, 24,
 Gigabyte X399 AORUS PRO  ,sTR4,ATX,128 GB,8,5, 2,
