Memory Name,Memory Speed,Memory Modules,Memory Price/GB,Memory First Word Latency,Memory CAS Latency,Memory Rating,Memory Rating Count,Memory Price
 Crucial CT2K16G4DFD8266 32 GB  ,DDR4-2666,2 x 16GB,$3.609,14.254 ns,19,5, 2,$115.50
 Kingston HyperX Predator 8 GB  ,DDR4-2666,1 x 8GB,,9.752 ns,13,0, 0,
 G.Skill Trident Z Neo 32 GB  ,DDR4-3800,4 x 8GB,,7.368 ns,14,5, 1,
 Thermaltake H-ONE 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,5, 1,
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-5200,2 x 16GB,,14.615 ns,38,0, 0,
 TEAMGROUP T-Force Xtreem ARGB 16 GB  ,DDR4-5333,2 x 8GB,,8.251 ns,22,0, 0,
 G.Skill Trident Z Royal 64 GB  ,DDR4-4400,2 x 32GB,,8.636 ns,19,0, 0,
 TEAMGROUP T-Force DELTAÎ± RGB 16 GB  ,DDR5-5600,1 x 16GB,,14.286 ns,40,0, 0,
 ADATA XPG LANCER RGB 32 GB  ,DDR5-6400,1 x 32GB,,10 ns,32,0, 0,
 TEAMGROUP T-Force Vulcan 32 GB  ,DDR5-7000,2 x 16GB,,9.143 ns,32,0, 0,
 Mushkin Redline 64 GB  ,DDR4-3200,2 x 32GB,$1.953,10 ns,16,0, 0,$124.99
 Crucial CT2K16G4SFRA32A 32 GB  ,DDR4-3200,2 x 16GB,$2.331,13.75 ns,22,0, 0,$74.59
 TEAMGROUP Elite 8 GB  ,DDR4-3200,1 x 8GB,$2.373,13.75 ns,22,0, 0,$18.98
 Crucial Ballistix Sport AT 16 GB  ,DDR4-3000,1 x 16GB,,11.333 ns,17,0, 0,
 HP 647901-B21 16 GB  ,DDR3-1333,1 x 16GB,$1.749,13.503 ns,9,0, 0,$27.99
 G.Skill Ripjaws 16 GB  ,DDR4-2400,2 x 8GB,$2.312,13.333 ns,16,5, 2,$36.99
 Crucial CT32G4RFD424A 32 GB  ,DDR4-2400,1 x 32GB,$1.484,14.167 ns,17,0, 0,$47.49
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-3200,4 x 8GB,$17.841,8.75 ns,14,5, 2,$570.91
 Samsung M393A4K40CB1-CRC 32 GB  ,DDR4-2400,1 x 32GB,$1.781,14.167 ns,17,0, 0,$56.98
 G.Skill NS 16 GB  ,DDR4-2400,2 x 8GB,,12.5 ns,15,0, 0,
 Mushkin Proline 16 GB  ,DDR4-3200,1 x 16GB,$2.757,13.75 ns,22,0, 0,$44.11
 G.Skill Trident Z Royal 32 GB  ,DDR4-3600,2 x 16GB,$6.875,7.778 ns,14,5, 1,$219.99
 Kingston Fury Renegade RGB 16 GB  ,DDR5-6800,1 x 16GB,$8.749,10.588 ns,36,0, 0,$139.99
 G.Skill Ares 16 GB  ,DDR3-1600,2 x 8GB,$2.374,12.5 ns,10,0, 0,$37.99
 Lexar Ares RGB 16 GB  ,DDR4-4000,2 x 8GB,$4.750,9 ns,18,0, 0,$76.00
 Patriot Signature 8 GB  ,DDR3-1333,1 x 8GB,$3.224,13.503 ns,9,5, 1,$25.79
 G.Skill Trident Z RGB 64 GB  ,DDR4-3600,2 x 32GB,,8.889 ns,16,0, 0,
 Kingston Server Premier 16 GB  ,DDR4-3200,1 x 16GB,$3.469,13.75 ns,22,0, 0,$55.51
 G.Skill Ripjaws S5 32 GB  ,DDR5-5200,2 x 16GB,,15.385 ns,40,0, 0,
 G.Skill Ares 8 GB  ,DDR3-2400,2 x 4GB,$4.271,9.167 ns,11,5, 10,$34.17
 G.Skill Ripjaws V 16 GB  ,DDR4-3000,2 x 8GB,$13.875,10 ns,15,5, 24,$222.00
 Kingston ValueRAM 4 GB  ,DDR4-2133,1 x 4GB,$7.497,14.065 ns,15,0, 0,$29.99
 GeIL Orion AMD Edition 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,0, 0,
 Corsair Vengeance RGB 64 GB  ,DDR5-5200,2 x 32GB,,15.385 ns,40,0, 0,
 G.Skill Sniper 8 GB  ,DDR3-1866,2 x 4GB,$5.456,9.646 ns,9,5, 98,$43.65
 G.Skill Ripjaws 32 GB  ,DDR4-2400,4 x 8GB,$2.709,12.5 ns,15,4, 1,$86.70
 G.Skill Ripjaws V 16 GB  ,DDR4-3200,2 x 8GB,$3.999,9.375 ns,15,5, 2,$63.99
 G.Skill Trident Z Royal Elite 16 GB  ,DDR4-3600,2 x 8GB,$6.874,8.889 ns,16,0, 0,$109.99
 G.Skill Trident Z Royal Elite 32 GB  ,DDR4-4000,2 x 16GB,$7.802,8 ns,16,0, 0,$249.66
 Kingston FURY Beast 16 GB  ,DDR4-3733,1 x 16GB,$3.541,10.179 ns,19,0, 0,$56.65
 Kingston ValueRAM 2 GB  ,DDR2-667,2 x 1GB,$10.685,14.993 ns,5,4, 1,$21.37
 Kingston ValueRAM 1 GB  ,DDR2-800,1 x 1GB,$17.000,12.5 ns,5,0, 0,$17.00
 Kingston KVR13N9S8/4 4 GB  ,DDR3-1333,1 x 4GB,$4.000,13.503 ns,9,4, 4,$16.00
 Crucial CT2K8G4RFS424A 16 GB  ,DDR4-2400,2 x 8GB,$7.499,14.167 ns,17,0, 0,$119.99
 Crucial CT32G4DFD8266 32 GB  ,DDR4-2666,1 x 32GB,$2.325,14.254 ns,19,0, 0,$74.39
 Kingston FURY Beast 4 GB  ,DDR4-3200,1 x 4GB,$8.685,10 ns,16,0, 0,$34.74
 VisionTek OCPC PISTA RGB 16 GB  ,DDR5-5600,2 x 8GB,$11.249,12.857 ns,36,0, 0,$179.99
 ADATA XPG SPECTRIX D50 16 GB  ,DDR4-4133,2 x 8GB,,9.194 ns,19,0, 0,
 Silicon Power SP008GBLFU266B02 8 GB  ,DDR4-2666,1 x 8GB,$2.956,14.254 ns,19,0, 0,$23.65
 Micron MT16JTF1G64AZ-1G6E1 8 GB  ,DDR3-1600,1 x 8GB,$2.874,13.75 ns,11,4, 1,$22.99
 ADATA XPG LANCER RGB 16 GB  ,DDR5-7200,1 x 16GB,,9.444 ns,34,0, 0,
 Corsair XMS2 4 GB  ,DDR2-800,2 x 2GB,,12.5 ns,5,3, 1,
 Corsair Dominator 4 GB  ,DDR2-1066,2 x 2GB,,9.381 ns,5,0, 0,
 Corsair CMV8GX3M1A1333C9 8 GB  ,DDR3-1333,1 x 8GB,$6.247,13.503 ns,9,2, 1,$49.98
 G.Skill Ripjaws X 16 GB  ,DDR3-1866,2 x 8GB,,9.646 ns,9,5, 47,
 Crucial CT2K32G3ELSDQ4186D 64 GB  ,DDR3-1866,2 x 32GB,,11.79 ns,11,0, 0,
 TEAMGROUP Elite 4 GB  ,DDR3-1600,1 x 4GB,$4.268,13.75 ns,11,5, 3,$17.07
 Kingston ValueRAM 4 GB  ,DDR4-2133,1 x 4GB,,14.065 ns,15,0, 0,
 Corsair Vengeance LP 8 GB  ,DDR3-1600,2 x 4GB,,13.75 ns,11,5, 6,
 G.Skill Ripjaws V 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,5, 14,
 Kingston HyperX Fury 8 GB  ,DDR3-1600,1 x 8GB,,12.5 ns,10,5, 1,
 TEAMGROUP Night Hawk RGB 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,5, 14,
 Crucial Ballistix Sport LT 8 GB  ,DDR4-2666,1 x 8GB,,12.003 ns,16,5, 2,
 Samsung M386A8K40BM1-CRC4Q 64 GB  ,DDR4-2400,1 x 64GB,,14.167 ns,17,0, 0,
 Patriot Viper Steel 16 GB  ,DDR4-4133,2 x 8GB,$10.494,9.194 ns,19,5, 2,$167.91
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-4400,4 x 8GB,,8.182 ns,18,0, 0,
 TEAMGROUP Elite Plus 16 GB  ,DDR4-2400,2 x 8GB,,13.333 ns,16,4, 1,
 ADATA XPG GAMMIX D30 32 GB  ,DDR4-3000,2 x 16GB,,10.667 ns,16,0, 0,
 Klevv CRAS X RGB 16 GB  ,DDR4-3200,1 x 16GB,,10 ns,16,0, 0,
 TEAMGROUP T-Force Delta RGB 16 GB  ,DDR4-3200,1 x 16GB,,10 ns,16,0, 0,
 Kingston FURY Renegade 128 GB  ,DDR4-3600,4 x 32GB,,10 ns,18,5, 1,
 ADATA XPG SPECTRIX D50 32 GB  ,DDR4-4133,2 x 16GB,,9.194 ns,19,0, 0,
 Netac Shadow II 8 GB  ,DDR4-3200,1 x 8GB,,10 ns,16,0, 0,
 Mushkin Redline 16 GB  ,DDR4-3200,2 x 8GB,$3.076,10 ns,16,0, 0,$49.22
 G.Skill Ripjaws 8 GB  ,DDR4-2800,1 x 8GB,,12.857 ns,18,0, 0,
 G.Skill Ares 16 GB  ,DDR3-2133,2 x 8GB,$6.193,9.376 ns,10,5, 5,$99.09
 G.Skill Trident Z Neo 32 GB  ,DDR4-4000,2 x 16GB,,8 ns,16,0, 0,
 Apacer Panther RGB 32 GB  ,DDR5-6400,2 x 16GB,,10 ns,32,0, 0,
 Kingston KCP421NS8/8 8 GB  ,DDR4-2133,1 x 8GB,$2.999,14.065 ns,15,5, 2,$23.99
 G.Skill Ares 16 GB  ,DDR3-1600,2 x 8GB,$2.687,11.25 ns,9,5, 1,$42.99
 G.Skill Trident Z 16 GB  ,DDR4-3200,2 x 8GB,,8.75 ns,14,5, 16,
 Corsair Vengeance LPX 16 GB  ,DDR4-3200,2 x 8GB,$7.425,10 ns,16,5, 1,$118.80
 Corsair Vengeance RGB Pro 16 GB  ,DDR4-3200,2 x 8GB,$3.754,10 ns,16,5, 3,$60.07
 Silicon Power XPOWER Zenith RGB Gaming 16 GB  ,DDR4-3200,1 x 16GB,,10 ns,16,0, 0,
 Crucial CT102464BA160B 8 GB  ,DDR3-1600,1 x 8GB,$2.975,13.75 ns,11,5, 13,$23.80
 Kingston HyperX Predator 32 GB  ,DDR4-3600,2 x 16GB,,9.444 ns,17,4, 2,
 Corsair Vengeance RGB RT 64 GB  ,DDR4-3200,4 x 16GB,$2.989,10 ns,16,0, 0,$191.31
 G.Skill Ripjaws S5 32 GB  ,DDR5-5200,2 x 16GB,,15.385 ns,40,0, 0,
 TEAMGROUP T-Force Xtreem ARGB 16 GB  ,DDR4-3200,2 x 8GB,$19.559,8.75 ns,14,0, 0,$312.95
 Lexar Ares RGB 16 GB  ,DDR4-3866,2 x 8GB,$5.792,9.312 ns,18,0, 0,$92.67
 G.Skill NT 4 GB  ,DDR4-2400,1 x 4GB,,12.5 ns,15,4, 4,
 G.Skill Trident Z Neo 16 GB  ,DDR4-3200,2 x 8GB,$9.374,8.75 ns,14,5, 2,$149.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR4-3200,4 x 8GB,$4.817,10 ns,16,0, 0,$154.13
 Corsair Vengeance 16 GB  ,DDR3-1600,2 x 8GB,$5.537,11.25 ns,9,5, 17,$88.59
 G.Skill Ripjaws V 32 GB  ,DDR4-2400,4 x 8GB,,12.5 ns,15,5, 2,
 Corsair Vengeance LPX 32 GB  ,DDR4-3200,2 x 16GB,,10 ns,16,5, 4,
 Kingston HyperX Predator 32 GB  ,DDR4-2400,4 x 8GB,,10 ns,12,5, 1,
 Crucial Ballistix Sport AT 16 GB  ,DDR4-2666,1 x 16GB,$5.624,12.003 ns,16,0, 0,$89.99
 Corsair Dominator Platinum RGB 64 GB  ,DDR4-3200,4 x 16GB,$3.672,10 ns,16,0, 0,$234.99
 Crucial CT12864AA667 1 GB  ,DDR2-667,1 x 1GB,$19.200,14.993 ns,5,4, 1,$19.20
 Corsair Vengeance 24 GB  ,DDR3-1600,6 x 4GB,,11.25 ns,9,5, 2,
 Crucial Ballistix Tactical 16 GB  ,DDR3-1600,2 x 8GB,,10 ns,8,5, 15,
 G.Skill Trident X 16 GB  ,DDR3-1600,2 x 8GB,,8.75 ns,7,5, 16,
 ADATA XPG V1.0 8 GB  ,DDR3-1600,2 x 4GB,,13.75 ns,11,5, 2,
 Crucial CT2K8G4DFD8213 16 GB  ,DDR4-2133,2 x 8GB,,14.065 ns,15,5, 12,
 Corsair Vengeance LPX 16 GB  ,DDR4-3200,4 x 4GB,,10 ns,16,5, 1,
 EVGA SuperSC 16 GB  ,DDR4-2400,2 x 8GB,,12.5 ns,15,5, 4,
 Corsair Dominator Platinum 64 GB  ,DDR4-3466,4 x 16GB,,9.233 ns,16,0, 0,
 Kingston FURY 16 GB  ,DDR4-2666,2 x 8GB,,12.003 ns,16,5, 8,
 G.Skill Trident Z RGB 32 GB  ,DDR4-2400,2 x 16GB,,12.5 ns,15,5, 1,
 GeIL Pristine 16 GB  ,DDR4-2400,1 x 16GB,,13.333 ns,16,0, 0,
 Kingston HyperX Fury 8 GB  ,DDR4-2666,1 x 8GB,,12.003 ns,16,5, 7,
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-2666,4 x 8GB,,12.003 ns,16,0, 0,
 Kingston HyperX Predator RGB 16 GB  ,DDR4-4000,2 x 8GB,,9.5 ns,19,0, 0,
 OLOy MD4U082616BJDA 16 GB  ,DDR4-2666,2 x 8GB,,12.003 ns,16,4, 1,
 ADATA XPG GAMMIX D30 16 GB  ,DDR4-3600,2 x 8GB,,10 ns,18,5, 2,
 Kingston HyperX Fury RGB 32 GB  ,DDR4-3733,2 x 16GB,,10.179 ns,19,5, 1,
 GeIL Polaris RGB 32 GB  ,DDR5-4800,2 x 16GB,,16.667 ns,40,0, 0,
 G.Skill Trident Z Royal Elite 16 GB  ,DDR4-5333,2 x 8GB,,8.251 ns,22,0, 0,
 V-Color Manta XPrism RGB 32 GB  ,DDR5-6000,2 x 16GB,,12 ns,36,0, 0,
 TEAMGROUP T-Force Vulcan Z 16 GB  ,DDR4-3000,2 x 8GB,,10.667 ns,16,5, 2,
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR4-3600,2 x 16GB,,7.778 ns,14,0, 0,
 TEAMGROUP Elite 4 GB  ,DDR4-2666,1 x 4GB,,14.254 ns,19,0, 0,
 ADATA XPG GAMMIX D45 32 GB  ,DDR4-3200,2 x 16GB,,10 ns,16,0, 0,
 TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB  ,DDR5-5600,2 x 16GB,,12.857 ns,36,0, 0,
 TEAMGROUP T-Force Vulcan alpha 16 GB  ,DDR5-5200,2 x 8GB,,14.615 ns,38,0, 0,
 Crucial Ballistix MAX RGB 32 GB  ,DDR4-4400,2 x 16GB,,8.636 ns,19,0, 0,
 Crucial CT8G4SFS824A 8 GB  ,DDR4-2400,1 x 8GB,$2.498,14.167 ns,17,0, 0,$19.98
 Silicon Power SP008GBSFU266X02 8 GB  ,DDR4-2666,1 x 8GB,,14.254 ns,19,0, 0,
 Mushkin Enhanced Redline Stiletto 32 GB  ,DDR4-4000,2 x 16GB,$2.812,9 ns,18,0, 0,$89.99
 G.Skill Ripjaws Z 16 GB  ,DDR3-2133,4 x 4GB,,9.376 ns,10,0, 0,
 G.Skill Ripjaws S5 64 GB  ,DDR5-5600,2 x 32GB,$2.969,10.714 ns,30,0, 0,$189.99
 TEAMGROUP T-Force Vulcan Z 64 GB  ,DDR4-3200,2 x 32GB,$1.953,10 ns,16,0, 0,$124.99
 Silicon Power SP064GBLFU320X22 64 GB  ,DDR4-3200,2 x 32GB,,13.75 ns,22,0, 0,
 G.Skill Ares 32 GB  ,DDR3-1600,4 x 8GB,$6.094,12.5 ns,10,0, 0,$195.00
 Corsair Vengeance RGB RT 32 GB  ,DDR4-3200,4 x 8GB,$3.906,10 ns,16,5, 1,$124.99
 G.Skill Trident Z Neo 64 GB  ,DDR4-3600,4 x 16GB,,10 ns,18,0, 0,
 G.Skill Ripjaws X 16 GB  ,DDR3-2133,2 x 8GB,$5.188,9.376 ns,10,5, 4,$83.01
 Crucial CT16G4XFD8266 16 GB  ,DDR4-2666,1 x 16GB,$8.749,14.254 ns,19,0, 0,$139.99
 Patriot Viper 4 32 GB  ,DDR4-3200,2 x 16GB,$3.762,10 ns,16,5, 1,$120.39
 G.Skill Trident Z Royal 32 GB  ,DDR4-4400,2 x 16GB,,7.727 ns,17,0, 0,
 G.Skill Ripjaws S5 64 GB  ,DDR5-5600,2 x 32GB,$2.890,12.857 ns,36,0, 0,$184.99
 Crucial CT2K32G4DFD8266 64 GB  ,DDR4-2666,2 x 32GB,$2.547,14.254 ns,19,0, 0,$162.99
 Kingston ValueRAM 2 GB  ,DDR2-667,1 x 2GB,$6.200,14.993 ns,5,0, 0,$12.40
 G.Skill Ripjaws 4 GB  ,DDR3-1600,1 x 4GB,$4.562,11.25 ns,9,5, 10,$18.25
 Kingston KVR16E11/8 8 GB  ,DDR3-1600,1 x 8GB,$4.181,13.75 ns,11,0, 0,$33.45
 Corsair Dominator Platinum 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,5, 12,
 TEAMGROUP T-Force Xtreem ARGB 64 GB  ,DDR4-3200,2 x 32GB,$5.473,10 ns,16,0, 0,$350.27
 Kingston FURY Renegade 32 GB  ,DDR4-3200,2 x 16GB,$3.976,10 ns,16,0, 0,$127.24
 Kingston FURY Beast 64 GB  ,DDR4-2666,2 x 32GB,$2.491,12.003 ns,16,0, 0,$159.44
 Mushkin Essentials 2 GB  ,DDR3-1600,1 x 2GB,$5.820,13.75 ns,11,0, 0,$11.64
 G.Skill Sniper 16 GB  ,DDR3-2400,4 x 4GB,$4.125,9.167 ns,11,0, 0,$66.00
 Kingston HyperX Fury 16 GB  ,DDR3-1600,2 x 8GB,$6.060,12.5 ns,10,5, 3,$96.96
 Crucial CT2K4G4DFS8213 8 GB  ,DDR4-2133,2 x 4GB,$8.748,14.065 ns,15,5, 26,$69.98
 Crucial Ballistix Sport AT 8 GB  ,DDR4-2666,1 x 8GB,,12.003 ns,16,4, 1,
 Corsair Vengeance RGB Pro 16 GB  ,DDR4-3200,2 x 8GB,,8.75 ns,14,5, 6,
 Crucial CT2K8G4DFS832A 16 GB  ,DDR4-3200,2 x 8GB,$3.937,13.75 ns,22,5, 2,$62.99
 Patriot Viper 4 Blackout 16 GB  ,DDR4-4000,2 x 8GB,$9.441,9.5 ns,19,0, 0,$151.06
 Crucial Ballistix 16 GB  ,DDR4-2400,2 x 8GB,,13.333 ns,16,0, 0,
 Kingston FURY Beast 8 GB  ,DDR4-2666,2 x 4GB,$7.364,12.003 ns,16,0, 0,$58.91
 Kingston Fury Renegade RGB 32 GB  ,DDR4-3200,1 x 32GB,$3.297,10 ns,16,0, 0,$105.49
 Kingston FURY Beast 32 GB  ,DDR4-2666,2 x 16GB,$2.814,12.003 ns,16,0, 0,$90.06
 Crucial CT32G56C46U5 32 GB  ,DDR5-5600,1 x 32GB,$3.406,16.429 ns,46,0, 0,$108.99
 Kingston KHX1600C9D3/4G 4 GB  ,DDR3-1600,1 x 4GB,,11.25 ns,9,4, 1,
 G.Skill Ripjaws X 16 GB  ,DDR3-2133,2 x 8GB,,8.439 ns,9,5, 9,
 Crucial Ballistix Tactical 8 GB  ,DDR3-1600,1 x 8GB,,10 ns,8,5, 11,
 G.Skill Aegis 16 GB  ,DDR3-1600,2 x 8GB,,13.75 ns,11,5, 1,
 Corsair Vengeance Pro 32 GB  ,DDR3-1600,4 x 8GB,,13.75 ns,11,0, 0,
 Crucial Ballistix Sport LT 32 GB  ,DDR4-2400,2 x 16GB,,13.333 ns,16,5, 10,
 GeIL EVO POTENZA 8 GB  ,DDR4-2400,2 x 4GB,,12.5 ns,15,5, 6,
 Crucial Ballistix Sport LT 32 GB  ,DDR4-2400,4 x 8GB,,13.333 ns,16,0, 0,
 Kingston KCP421ND8/16 16 GB  ,DDR4-2133,1 x 16GB,$2.616,14.065 ns,15,0, 0,$41.85
 Corsair Vengeance RGB Pro 64 GB  ,DDR4-3600,4 x 16GB,,10 ns,18,0, 0,
 Kingston HyperX Fury RGB 16 GB  ,DDR4-3000,2 x 8GB,,10 ns,15,5, 2,
 Kingston HyperX Fury RGB 32 GB  ,DDR4-2400,2 x 16GB,,12.5 ns,15,0, 0,
 OLOy OWL 16 GB  ,DDR4-3000,2 x 8GB,,10.667 ns,16,0, 0,
 TEAMGROUP T-Force Delta TUF Gaming Alliance 32 GB  ,DDR4-3200,2 x 16GB,,10 ns,16,0, 0,
 G.Skill Trident Z Royal 64 GB  ,DDR4-3600,4 x 16GB,,7.778 ns,14,0, 0,
 ADATA XPG GAMMIX D20 32 GB  ,DDR4-3600,2 x 16GB,,10 ns,18,5, 1,
 Kingston HyperX Fury 32 GB  ,DDR4-3200,1 x 32GB,,10 ns,16,0, 0,
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-6000,2 x 16GB,,12 ns,36,0, 0,
 TEAMGROUP T-Force Delta RGB 8 GB  ,DDR4-3000,1 x 8GB,,10.667 ns,16,0, 0,
 TEAMGROUP T-Force Delta RGB 8 GB  ,DDR4-3600,1 x 8GB,,10 ns,18,0, 0,
 PNY XLR8 8 GB  ,DDR4-3600,1 x 8GB,,10 ns,18,0, 0,
 Lexar Hades RGB 32 GB  ,DDR4-3200,2 x 16GB,,11.25 ns,18,0, 0,
 G.Skill Aegis 4 GB  ,DDR4-2400,1 x 4GB,,14.167 ns,17,0, 0,
 Silicon Power XPOWER Zenith Gaming 32 GB  ,DDR5-6000,2 x 16GB,,13.333 ns,40,0, 0,
 GeIL ORION V AMD 32 GB  ,DDR5-6000,2 x 16GB,,10 ns,30,0, 0,
 Klevv CRAS V RGB 32 GB  ,DDR5-7200,2 x 16GB,,9.444 ns,34,0, 0,
 Netac Shadow II 16 GB  ,DDR4-3200,1 x 16GB,,10 ns,16,0, 0,
 Mushkin Redline Lumina 32 GB  ,DDR5-6000,2 x 16GB,$3.437,10 ns,30,0, 0,$109.99
 G.Skill Trident Z RGB 16 GB  ,DDR4-4000,2 x 8GB,$6.249,8 ns,16,0, 0,$99.99
 Mushkin Redline Lumina 64 GB  ,DDR5-6400,2 x 32GB,$2.969,10 ns,32,0, 0,$189.99
 G.Skill Ripjaws V 32 GB  ,DDR4-4000,2 x 16GB,$5.755,8 ns,16,0, 0,$184.15
 G.Skill FORTIS 64 GB  ,DDR4-2400,4 x 16GB,$2.181,12.5 ns,15,0, 0,$139.57
 G.Skill Flare X 32 GB  ,DDR4-2400,2 x 16GB,$2.624,12.5 ns,15,5, 2,$83.98
 G.Skill Ripjaws S5 64 GB  ,DDR5-5600,2 x 32GB,$2.969,10.714 ns,30,0, 0,$189.99
 Samsung M386B4G70DM0-YK0 32 GB  ,DDR3-1600,1 x 32GB,,13.75 ns,11,0, 0,
 G.Skill Ripjaws V 32 GB  ,DDR4-3600,4 x 8GB,$8.756,7.778 ns,14,0, 0,$280.18
 Kingston FURY Renegade 16 GB  ,DDR4-4000,2 x 8GB,,9.5 ns,19,0, 0,
 Mushkin Redline Lumina 32 GB  ,DDR4-3600,2 x 16GB,$4.781,8.889 ns,16,0, 0,$152.99
 Mushkin Redline ST 32 GB  ,DDR5-6000,2 x 16GB,$3.281,10 ns,30,0, 0,$104.99
 Corsair Vengeance RGB Pro 128 GB  ,DDR4-3000,4 x 32GB,$2.461,10.667 ns,16,0, 0,$314.99
 Kingston Fury Renegade RGB 16 GB  ,DDR4-4000,2 x 8GB,$5.424,9.5 ns,19,0, 0,$86.78
 PNY XLR8 Gaming EPIC-X RGB 16 GB  ,DDR4-4000,2 x 8GB,$4.374,9 ns,18,5, 1,$69.98
 G.Skill Ripjaws S5 32 GB  ,DDR5-6000,2 x 16GB,,13.333 ns,40,0, 0,
 Kingston KVR16LN11K2/8 8 GB  ,DDR3-1600,2 x 4GB,$7.795,13.75 ns,11,2, 1,$62.36
 G.Skill NT 8 GB  ,DDR4-2400,1 x 8GB,$8.875,12.5 ns,15,5, 10,$71.00
 Thermaltake TOUGHRAM XG RGB 32 GB  ,DDR4-4000,2 x 16GB,$6.356,9.5 ns,19,0, 0,$203.38
 Mushkin Redline Lumina White 64 GB  ,DDR5-6400,2 x 32GB,$3.140,10 ns,32,0, 0,$200.98
 Kingston KVR400D2D4R3/4G 4 GB  ,DDR2-400,1 x 4GB,$7.247,15 ns,3,0, 0,$28.99
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-4000,4 x 8GB,$10.937,9.5 ns,19,0, 0,$349.99
 Mushkin Essentials 32 GB  ,DDR4-2666,1 x 32GB,$1.901,14.254 ns,19,0, 0,$60.82
 G.Skill Ripjaws V 128 GB  ,DDR4-3600,4 x 32GB,,8.889 ns,16,0, 0,
 G.Skill F4-3200C16Q2-128GTZ 128 GB  ,DDR4-3200,8 x 16GB,$2.881,10 ns,16,0, 0,$368.78
 Patriot Viper 4 GB  ,DDR3-1333,2 x 2GB,$49.998,10.503 ns,7,0, 0,$199.99
 Patriot Signature 2 GB  ,DDR3-1333,1 x 2GB,,13.503 ns,9,0, 0,
 Mushkin Essentials 4 GB  ,DDR3-1600,2 x 2GB,$4.345,13.75 ns,11,0, 0,$17.38
 G.Skill Aegis 8 GB  ,DDR3-1600,2 x 4GB,$2.748,13.75 ns,11,5, 2,$21.98
 Corsair Vengeance RGB 32 GB  ,DDR4-3000,4 x 8GB,$8.984,10 ns,15,4, 7,$287.50
 Crucial CT16G4RFS4293 16 GB  ,DDR4-2933,1 x 16GB,,14.32 ns,21,0, 0,
 Kingston HyperX Fury RGB 32 GB  ,DDR4-3466,4 x 8GB,,9.233 ns,16,5, 2,
 TEAMGROUP T-Force Xtreem ARGB 16 GB  ,DDR4-4000,2 x 8GB,$5.312,9 ns,18,0, 0,$85.00
 TEAMGROUP T-Force Xtreem ARGB 16 GB  ,DDR4-3200,2 x 8GB,$4.493,10 ns,16,5, 1,$71.89
 Corsair Vengeance RGB RT 64 GB  ,DDR4-3200,4 x 16GB,$3.203,10 ns,16,0, 0,$204.99
 Kingston FURY 16 GB  ,DDR4-2400,1 x 16GB,,12.5 ns,15,0, 0,
 Kingston Server Premier 32 GB  ,DDR4-2933,1 x 32GB,$5.937,14.32 ns,21,0, 0,$189.99
 Kingston FURY Beast 4 GB  ,DDR4-2666,1 x 4GB,$7.635,12.003 ns,16,0, 0,$30.54
 Patriot Viper Elite 4 GB  ,DDR4-2666,1 x 4GB,$7.805,12.003 ns,16,0, 0,$31.22
 Corsair XMS2 2 GB  ,DDR2-800,2 x 1GB,$47.450,10 ns,4,0, 0,$94.90
 Kingston ValueRAM 2 GB  ,DDR3-1333,1 x 2GB,,13.503 ns,9,3, 1,
 Kingston KVR1066D3N7K2/8G 8 GB  ,DDR3-1066,2 x 4GB,,13.133 ns,7,5, 1,
 G.Skill Ripjaws X 8 GB  ,DDR3-2133,2 x 4GB,,10.314 ns,11,5, 66,
 Corsair Vengeance 32 GB  ,DDR3-1600,4 x 8GB,,11.25 ns,9,4, 9,
 Corsair Dominator Platinum 16 GB  ,DDR3-1866,2 x 8GB,,9.646 ns,9,5, 19,
 Corsair Dominator Platinum 32 GB  ,DDR3-2400,4 x 8GB,,8.333 ns,10,5, 1,
 Corsair CORSAIR Vengeance 8GB 8 GB  ,DDR3-1866,1 x 8GB,,10.718 ns,10,5, 15,
 AMD R9 2400 16 GB  ,DDR3-2400,2 x 8GB,,9.167 ns,11,5, 3,
 Transcend JetRam 8 GB  ,DDR3-1600,1 x 8GB,$4.925,13.75 ns,11,3, 3,$39.40
 Samsung M386B4G70DM0-CMA 32 GB  ,DDR3-1866,1 x 32GB,,13.934 ns,13,0, 0,
 Corsair ValueSelect 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,5, 3,
 G.Skill Ripjaws 4 8 GB  ,DDR4-2666,2 x 4GB,,11.253 ns,15,0, 0,
 Corsair Vengeance LPX 16 GB  ,DDR4-2666,2 x 8GB,$4.374,12.003 ns,16,5, 4,$69.98
