Name,Type,Efficiency,Wattage,Modular,Rating,Rating Count,Price
 Chieftec ATMOS  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$184.78
 Asus ROG LOKI  ,SFX, Rating80+ Titanium,1200 W,Full,0, 0,
 Thermaltake Smart  ,ATX, Rating80+ Bronze,750 W,No,4, 16,
 be quiet! Pure Power 11 CM  ,ATX, Rating80+ Gold,500 W,Semi,5, 8,
 Zalman ZM500-RS  ,ATX, Rating80+,500 W,No,0, 0,
 Cooler Master 600W MasterWatt Lite 230V  ,ATX, Rating80+,600 W,No,4, 2,
 ARESGAME AGS  ,ATX, Rating80+ Gold,750 W,Semi,5, 2,
 Super Flower LEADEX VII Platinum PRO  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,$229.99
 Super Flower LEADEX VII Platinum PRO  ,ATX, Rating80+ Platinum,1200 W,Full,0, 0,$269.99
 Deepcool PM800D  ,ATX, Rating80+ Gold,800 W,No,0, 0,
 EVGA 450 BV  ,ATX, Rating80+ Bronze,450 W,No,5, 12,
 GAMDIAS KRATOS P1 G  ,ATX, Rating80+ Gold,650 W,No,0, 0,
 Thermaltake TR2  ,ATX, Rating80+ Bronze,380 W,No,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Silver,1500 W,No,5, 1,$327.58
 Corsair HX750  ,ATX, Rating80+ Gold,750 W,Semi,5, 73,
 Corsair TX950  ,ATX, Rating80+ Bronze,950 W,No,4, 3,
 be quiet! System Power 9  ,ATX, Rating80+ Bronze,400 W,No,4, 5,
 Gigabyte PB500  ,ATX, Rating80+ Bronze,500 W,No,5, 1,
 Gigabyte GreenMax Plus  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
 Silverstone Essential  ,ATX, Rating80+ Gold,750 W,No,0, 0,$98.99
 Thermalright TG  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 SeaSonic PRIME Platinum  ,ATX, Rating80+ Platinum,850 W,Full,5, 1,
 ADATA XPG PYLON  ,ATX, Rating80+ Bronze,450 W,No,0, 0,
 Corsair CX450M ,ATX, Rating80+ Bronze,450 W,Semi,0, 0,
 ADATA XPG Core Reactor II  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,$155.67
 ADATA XPG KYBER  ,ATX, Rating80+ Gold,850 W,No,0, 0,
 SeaSonic PRIME Ultra Platinum 1000  ,ATX, Rating80+ Platinum,1000 W,Full,5, 1,
 LC-Power LC6560GP3 V2.3 230V  ,ATX, Rating80+ Silver,560 W,No,0, 0,
 EVGA SuperNOVA 1000 P5  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,$209.99
 NZXT HALE90 V2 1200W  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 Antec VP PLUS  ,ATX, Rating80+,450 W,No,0, 0,
 Cooler Master MasterWatt Lite 500W Full Range  ,ATX, Rating80+,500 W,No,3, 8,
 Aerocool P7 Platinum  ,ATX, Rating80+ Platinum,850 W,Full,3, 1,
 Cooler Master G750M  ,ATX, Rating80+ Bronze,750 W,Semi,5, 4,
 Thermaltake Toughpower GF A3 ATX 3.0  ,ATX, Rating80+ Gold,1050 W,Full,0, 0,
 Cooler Master V1200  ,ATX, Rating80+ Platinum,1200 W,Full,4, 1,$306.89
 Silverstone SFX  ,SFX, Rating80+ Gold,450 W,Full,4, 24,
 MSI MAG A650BN EVA e-PROJECT  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
 EVGA 500 BA  ,ATX, Rating80+ Bronze,500 W,No,5, 4,
 Cooler Master MWE GOLD 750 V2  ,ATX, Rating80+ Gold,750 W,No,0, 0,
 Cooler Master G650M  ,ATX, Rating80+ Bronze,650 W,Semi,4, 13,
 Corsair VS550  ,ATX, Rating,550 W,No,4, 15,
 LC-Power LC6 V2.31  ,ATX, Rating80+ Gold,550 W,Full,0, 0,
 FSP Group Hydro PTM PRO  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,$189.99
 FSP Group Hydro G Pro  ,ATX, Rating80+ Gold,650 W,Full,5, 1,
 Montech GAMMA II  ,ATX, Rating80+ Gold,750 W,No,0, 0,
 Thermaltake Smart Pro RGB  ,ATX, Rating80+ Bronze,850 W,Full,5, 3,
 Silverstone Strider  ,ATX, Rating80+,600 W,No,4, 3,
 SeaSonic G  ,ATX, Rating80+ Gold,550 W,Semi,5, 65,
 Cooler Master MWE 450  ,ATX, Rating80+,450 W,No,5, 1,
 Cougar POLAR  ,ATX, Rating80+ Platinum,1050 W,Full,0, 0,$172.48
 Thermaltake Toughpower GF A3 ATX 3.0  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 Cougar GEX  ,ATX, Rating80+ Gold,1050 W,Full,0, 0,$209.40
 SeaSonic PRIME PX  ,ATX, Rating80+ Platinum,1600 W,Full,0, 0,
 Corsair CS450M  ,ATX, Rating80+ Gold,450 W,Semi,5, 32,
 Cooler Master V550 Gold V2  ,ATX, Rating80+ Gold,550 W,Full,0, 0,
 Apevia ATX-AQ700W-BK  ,ATX, Rating,700 W,No,3, 2,
 Antec VP  ,ATX, Rating,350 W,No,2, 1,
 SHARKOON WPM Bronze  ,ATX, Rating80+ Bronze,600 W,Semi,0, 0,
 EVGA 450 W3  ,ATX, Rating80+,450 W,No,5, 11,
 SilentiumPC Vero L2  ,ATX, Rating80+ Bronze,500 W,No,0, 0,
 Enermax Revolution D.F. X  ,ATX, Rating80+ Gold,1050 W,Full,0, 0,$149.99
 Phanteks Revolt SFX  ,SFX, Rating80+ Platinum,750 W,Full,0, 0,
 Xilence XP550R9  ,ATX, Rating80+ Gold,550 W,No,0, 0,$134.00
 FSP Group FSP450-60GHS,SFX, Rating80+ Bronze,450 W,No,4, 3,
 Thermaltake Toughpower Grand RGB 750 SE  ,ATX, Rating80+ Gold,750 W,Full,5, 1,
 be quiet! Pure Power 11 FM 1000  ,ATX, Rating80+ Gold,1000 W,Full,5, 1,
 Antec VP PLUS  ,ATX, Rating80+,500 W,No,0, 0,
 be quiet! Dark Power 12  ,ATX, Rating80+ Titanium,850 W,Full,5, 2,
 Super Flower Legion GX Pro  ,ATX, Rating80+ Gold,550 W,Semi,0, 0,
 EVGA 710 BP  ,ATX, Rating80+ Bronze,710 W,No,0, 0,
 Silverstone DA750R-GMA  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Silverstone Essential  ,ATX, Rating80+ Gold,550 W,Semi,0, 0,$89.98
 FSP Group Hydro Pro  ,ATX, Rating80+ Bronze,500 W,No,0, 0,
 Cougar GEX  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Silverstone NJ700  ,ATX, Rating80+ Titanium,700 W,Full,0, 0,
 FSP Group HYPER K PRO  ,ATX, Rating80+,500 W,No,0, 0,
 Montech CENTURY  ,ATX, Rating80+ Gold,650 W,Full,5, 1,
 Antec High Current Gamer Gold  ,ATX, Rating80+ Gold,850 W,Full,5, 4,
 Antec VP PLUS  ,ATX, Rating80+,600 W,No,0, 0,
 Azza PSAZ-650B14  ,ATX, Rating,650 W,No,5, 1,
 Thermaltake Toughpower SFX  ,SFX, Rating80+ Gold,650 W,Full,0, 0,
 SeaSonic PRIME Titanium  ,ATX, Rating80+ Titanium,650 W,Full,5, 5,
 SeaSonic SSP-300TBS  ,TFX, Rating80+ Bronze,300 W,No,0, 0,$89.99
 Thermaltake Toughpower GF1 Snow - TT Premium  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Silverstone SFX  ,SFX, Rating80+ Bronze,450 W,No,4, 19,
 Thermaltake Smart  ,ATX, Rating80+ Bronze,550 W,No,4, 7,
 Cooler Master Silent Pro Gold  ,ATX, Rating80+ Gold,800 W,Semi,5, 7,
 Phanteks AMP  ,ATX, Rating80+ Gold,1000 W,Full,5, 1,
 Corsair VX450  ,ATX, Rating80+,450 W,No,5, 1,
 Antec NeoECO Gold ZEN  ,ATX, Rating80+ Gold,700 W,No,4, 2,
 SilentiumPC Supremo FM2  ,ATX, Rating80+ Gold,650 W,Full,5, 1,
 Montech TITAN GOLD 750W  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 be quiet! STRAIGHT POWER E9 | 580W CM  ,ATX, Rating80+ Gold,580 W,Semi,5, 1,
 ABS Majesty  ,ATX, Rating80+ Gold,1100 W,Full,0, 0,
 SeaSonic PRIME  ,ATX, Rating80+ Gold,750 W,Full,5, 2,$232.59
 EVGA 700 B1  ,ATX, Rating80+ Bronze,700 W,No,4, 10,$217.49
 GameMax GM-1050  ,ATX, Rating80+ Silver,1050 W,Semi,0, 0,
 Enermax MarbleBron RGB  ,ATX, Rating80+ Bronze,850 W,Semi,0, 0,
 NOX Hummer X  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Silverstone SX600-G  ,SFX, Rating80+ Gold,600 W,Full,5, 19,
 be quiet! STRAIGHT POWER E9 | 480W CM  ,ATX, Rating80+ Gold,480 W,Full,0, 0,
 be quiet! Straight Power 11  ,ATX, Rating80+ Platinum,650 W,Full,5, 5,
 be quiet! Pure Power 10  ,ATX, Rating80+ Silver,600 W,No,5, 1,
 Cooler Master MasterWatt Lite 600W Full Range  ,ATX, Rating80+,600 W,No,5, 1,
 Apex AG-M  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Corsair TX750M  ,ATX, Rating80+ Bronze,750 W,Semi,5, 14,
 Super Flower Golden Green HX  ,ATX, Rating80+ Gold,350 W,No,0, 0,
 Enermax Platimax D.F.  ,ATX, Rating80+ Platinum,1050 W,Full,0, 0,$149.99
 SeaSonic PRIME Ultra Titanium  ,ATX, Rating80+ Titanium,750 W,Full,5, 7,
 Phanteks Revolt SFX  ,SFX, Rating80+ Gold,650 W,Full,4, 1,
 KOLINK Regulator  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,$169.99
 GameMax GP  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 Segotep GM  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Corsair GS700  ,ATX, Rating80+ Bronze,700 W,No,4, 7,
 Deepcool DA600-M  ,ATX, Rating80+ Bronze,600 W,Full,4, 1,
 Antec EARTHWATTS GOLD PRO 650  ,ATX, Rating80+ Gold,650 W,Semi,5, 3,
 SeaSonic PRIME Ultra Gold 1000  ,ATX, Rating80+ Gold,1000 W,Full,5, 1,$379.99
 Deepcool DA700N  ,ATX, Rating80+ Bronze,700 W,No,0, 0,
 Fractal Design Ion+ 860P  ,ATX, Rating80+ Platinum,860 W,Full,5, 13,
 EVGA 510 BP  ,ATX, Rating80+ Bronze,510 W,No,0, 0,
 FSP Group CANNON PRO ,ATX, Rating80+ Gold,2000 W,Full,0, 0,
 Phanteks AMP  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 SeaSonic FOCUS Gold  ,ATX, Rating80+ Gold,450 W,Semi,5, 8,
 Thermaltake Smart RGB  ,ATX, Rating80+,500 W,No,5, 2,
 Corsair TX650M  ,ATX, Rating80+ Bronze,650 W,Semi,4, 19,
 Enermax MarbleBron  ,ATX, Rating80+ Bronze,750 W,Semi,0, 0,
 Thermaltake Toughpower GF1 - TT Premium  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,$210.06
 Silverstone ST75F-GS-V3  ,ATX, Rating80+ Gold,750 W,Full,0, 0,$112.28
 Thermaltake Toughpower PF1 - TT Premium Edition  ,ATX, Rating80+ Platinum,650 W,Full,5, 1,$197.49
 Thermaltake Toughpower PF3  ,ATX, Rating80+ Platinum,750 W,Full,0, 0,
 Cougar VTE X2  ,ATX, Rating80+,600 W,No,0, 0,
 Zalman ZM600-ST  ,ATX, Rating80+,600 W,No,0, 0,
 GameMax GM  ,ATX, Rating80+ Bronze,300 W,No,0, 0,
 In Win Classic  ,ATX, Rating80+ Platinum,900 W,Full,0, 0,
 FSP Group Hyper M  ,ATX, Rating80+,700 W,Semi,4, 1,
 SeaSonic PRIME Ultra Platinum 750  ,ATX, Rating80+ Platinum,750 W,Full,0, 0,$189.99
 Super Flower Leadex V Pro  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,$249.99
 FSP Group HYPER K PRO  ,ATX, Rating80+,600 W,No,0, 0,
 Corsair TX550M  ,ATX, Rating80+ Bronze,550 W,Semi,4, 3,
 Thermaltake Toughpower Grand RGB 850 SE  ,ATX, Rating80+ Gold,850 W,Full,5, 2,
 Antec VP PLUS  ,ATX, Rating80+,550 W,No,0, 0,
 Antec NeoECO Gold ZEN  ,ATX, Rating80+ Gold,500 W,No,5, 1,
 EVGA 550 B3  ,ATX, Rating80+ Bronze,550 W,Full,4, 12,
 EVGA 650 B3  ,ATX, Rating80+ Bronze,650 W,Full,4, 13,
 Cooler Master G550M  ,ATX, Rating80+ Bronze,550 W,Semi,4, 12,
 RAIJINTEK CRATOS  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 SeaSonic Core GC  ,ATX, Rating80+ Gold,650 W,No,4, 1,
 Athena Power AP-MFATX40  ,Mini ITX, Rating80+ Bronze,400 W,No,0, 0,
 XFX TS  ,ATX, Rating80+ Bronze,550 W,No,5, 10,
 KOLINK KL-SFX250  ,SFX, Rating80+ Bronze,250 W,No,0, 0,
 SilentiumPC Supremo FM2  ,ATX, Rating80+ Gold,750 W,Full,4, 2,
 Cooler Master MWE GOLD 850 V2  ,ATX, Rating80+ Gold,850 W,No,0, 0,
 Cooler Master MWE GOLD 550 V2 FULL MODULAR  ,ATX, Rating80+ Gold,550 W,Full,0, 0,
 EVGA SuperNOVA 850 B2  ,ATX, Rating80+ Bronze,850 W,Semi,5, 11,
 be quiet! TFX Power 3 300  ,TFX, Rating80+ Gold,300 W,No,0, 0,$127.49
 SeaSonic PRIME Ultra Titanium  ,ATX, Rating80+ Titanium,650 W,Full,5, 7,
 Phanteks AMP  ,ATX, Rating80+ Gold,750 W,Full,5, 13,
 be quiet! Pure Power 11 CM  ,ATX, Rating80+ Gold,400 W,Semi,5, 3,
 GameMax GP  ,ATX, Rating80+ Bronze,500 W,No,0, 0,
 Corsair Vengeance 550M  ,ATX, Rating80+ Bronze,550 W,Semi,4, 1,
 SeaSonic X  ,ATX, Rating80+ Gold,400 W,Full,5, 1,
 Raidmax XT  ,ATX, Rating,300 W,No,4, 2,
 Cooler Master MWE Gold 550  ,ATX, Rating80+ Gold,550 W,No,5, 1,
 Antec Earthwatts  ,ATX, Rating80+ Bronze,650 W,No,5, 18,
 EVGA SuperNOVA 1000 G1  ,ATX, Rating80+ Gold,1000 W,Full,5, 12,
 Rosewill PHOTON-750  ,ATX, Rating80+ Gold,750 W,Full,4, 16,
 Enermax MaxTytan  ,ATX, Rating80+ Titanium,750 W,Full,0, 0,
 Silverstone Strider Platinum  ,ATX, Rating80+ Platinum,750 W,Full,0, 0,$144.37
 Cooler Master V1300 Platinum  ,ATX, Rating80+ Platinum,1300 W,Full,0, 0,$399.90
 be quiet! Dark Power Pro 11  ,ATX, Rating80+ Platinum,850 W,Semi,5, 7,
 Phanteks Revolt SFX  ,SFX, Rating80+ Gold,750 W,Full,4, 1,
 Thermaltake Smart RGB  ,ATX, Rating80+,600 W,No,5, 2,
 Cooler Master V850  ,ATX, Rating80+ Gold,850 W,Full,5, 13,
 Cougar STX  ,ATX, Rating80+,650 W,No,0, 0,
 Thermaltake Smart RGB 230V  ,ATX, Rating80+,700 W,No,0, 0,
 FSP Group Raider 550  ,ATX, Rating80+ Bronze,550 W,No,3, 1,
 SHARKOON SilentStorm Icewind Black  ,ATX, Rating80+ Bronze,550 W,Semi,0, 0,
 Silverstone Essential  ,ATX, Rating80+ Bronze,650 W,No,4, 1,
 Azza PSAZ-750PT14  ,ATX, Rating80+ Platinum,750 W,Semi,0, 0,
 EVGA 610 BP  ,ATX, Rating80+ Bronze,610 W,No,0, 0,
 Thermaltake Smart SE  ,ATX, Rating,530 W,Semi,0, 0,$146.00
 Deepcool DQ750-M-V2L  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Thermaltake Smart BX1 RGB 650  ,ATX, Rating80+ Bronze,650 W,No,0, 0,$136.94
 In Win P75F  ,ATX, Rating80+ Gold,750 W,No,0, 0,
 SilentiumPC Elementum E2 230V  ,ATX, Rating80+,550 W,No,0, 0,
 FSP Group FSP500-50FGGBN  ,Flex ATX, Rating80+ Gold,500 W,No,3, 1,
 Silverstone Strider Titanium  ,ATX, Rating80+ Titanium,1500 W,Full,2, 1,
 SeaSonic VERTEX GX  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 FSP Group DAGGER PRO ATX3.0  ,SFX, Rating80+ Gold,850 W,Semi,0, 0,
 Silverstone Essential  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 Thermaltake Toughpower GF2 ARGB  ,ATX, Rating80+ Gold,650 W,Full,0, 0,$130.99
 Deepcool DQ750ST  ,ATX, Rating80+ Gold,750 W,No,5, 2,
 be quiet! Dark Power Pro 11  ,ATX, Rating80+ Platinum,750 W,Semi,5, 4,
 Corsair Vengeance 400  ,ATX, Rating80+ Bronze,400 W,No,0, 0,
 Antec Earthwatts Green  ,ATX, Rating80+ Bronze,380 W,No,4, 15,
 GameMax GM  ,ATX, Rating80+ Gold,2000 W,No,0, 0,
 Xigmatek Vector  ,ATX, Rating80+ Gold,650 W,Semi,0, 0,
 EVGA SuperNOVA NEX1500 Classified  ,ATX, Rating80+ Gold,1500 W,Full,5, 2,
 Antec High Current Gamer  ,ATX, Rating80+ Bronze,900 W,No,4, 10,
 Thermaltake Smart BX1 RGB 550  ,ATX, Rating80+ Bronze,550 W,No,5, 1,
 Fractal Design Ion+ 760P  ,ATX, Rating80+ Platinum,760 W,Full,5, 10,
 FSP Group HYPER S  ,ATX, Rating80+,600 W,No,0, 0,
 FSP Group Hyper M85+  ,ATX, Rating80+ Bronze,650 W,Semi,0, 0,
 FSP Group Hydro PTM PRO  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,$179.99
 Cougar COUGAR-GX1050  ,ATX, Rating80+ Gold,1050 W,Semi,4, 1,$164.99
 Antec EARTHWATTS GOLD PRO 550  ,ATX, Rating80+ Gold,550 W,Semi,5, 5,
 Xilence XP750MR9  ,ATX, Rating80+ Gold,750 W,Semi,0, 0,
 FSP Group Hydro G  ,ATX, Rating80+ Gold,750 W,Full,5, 3,
 Antec High Current Gamer  ,ATX, Rating80+ Bronze,520 W,Semi,5, 15,
 Silverstone Strider Titanium  ,ATX, Rating80+ Titanium,800 W,Full,4, 1,
 Antec NeoECO  ,ATX, Rating80+ Bronze,550 W,Semi,4, 1,
 Thermaltake TR2  ,ATX, Rating,700 W,No,4, 5,
 SilentiumPC Vero M2  ,ATX, Rating80+ Bronze,600 W,No,0, 0,
 Corsair CS850M  ,ATX, Rating80+ Gold,850 W,Semi,5, 4,
 Cooler Master XG850  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,
 LC-Power LC6 V2.31  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 NZXT HALE90 V2 1000W  ,ATX, Rating80+ Gold,1000 W,Full,4, 2,
 OCZ ModXStream Pro  ,ATX, Rating80+,700 W,Semi,4, 19,
 Raidmax XT  ,ATX, Rating,500 W,No,5, 2,
 Cooler Master MWE Gold  ,ATX, Rating80+ Gold,550 W,Full,4, 9,
 Silverstone Strider  ,ATX, Rating80+,700 W,No,4, 1,
 Cooler Master B600 ver. 2  ,ATX, Rating80+,600 W,No,0, 0,
 Antec VP PLUS  ,ATX, Rating80+,650 W,No,4, 2,
 Thermaltake Smart BM2  ,ATX, Rating80+ Bronze,450 W,Semi,0, 0,
 Athena Power AP-MFATX40P8  ,Flex ATX, Rating80+ Bronze,400 W,No,0, 0,$118.20
 Cooler Master V1000 Platinum  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,
 SeaSonic VERTEX GX  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 HEC HEC350TEWX  ,ATX, Rating80+,350 W,No,0, 0,
 Antec NeoECO 750 Gold  ,ATX, Rating80+ Gold,750 W,Semi,5, 2,
 Thermaltake Hamburg  ,ATX, Rating80+,530 W,No,0, 0,
 Corsair GS600  ,ATX, Rating80+ Bronze,600 W,No,4, 2,
 SeaSonic G  ,ATX, Rating80+ Gold,650 W,Semi,5, 38,
 Corsair G800  ,ATX, Rating80+,800 W,No,5, 2,
 Phanteks Revolt Pro  ,ATX, Rating80+ Gold,850 W,Full,5, 4,$380.00
 SeaSonic FOCUS Plus Platinum  ,ATX, Rating80+ Platinum,550 W,Full,5, 1,
 Silverstone Essential  ,ATX, Rating80+ Gold,650 W,No,5, 1,$119.99
 Thermaltake Toughpower iRGB PLUS TT Premium Edition  ,ATX, Rating80+ Titanium,1250 W,Full,0, 0,
 Rosewill VALENS-600  ,ATX, Rating80+ Gold,600 W,No,5, 2,$140.00
 be quiet! Pure Power 11 FM 550  ,ATX, Rating80+ Gold,550 W,Full,5, 1,
 Phanteks AMP  ,ATX, Rating80+ Gold,550 W,Full,5, 9,
 SeaSonic X  ,ATX, Rating80+ Gold,750 W,Full,5, 20,
 Antec NeoECO  ,ATX, Rating80+ Bronze,620 W,No,4, 5,
 Thermaltake Toughpower DPS G RGB Titanium  ,ATX, Rating80+ Titanium,1500 W,Full,0, 0,
 SeaSonic X  ,ATX, Rating80+ Gold,650 W,Full,5, 3,
 Rosewill ARC 750  ,ATX, Rating80+ Bronze,750 W,No,4, 7,
 Corsair TX850 V2  ,ATX, Rating80+ Bronze,850 W,No,5, 4,
 Fractal Design Integra M  ,ATX, Rating80+ Bronze,550 W,Semi,5, 2,
 Sparkle ATX-350PN-B204  ,ATX, Rating,350 W,No,0, 0,$57.99
 SeaSonic PRIME  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Thermaltake Toughpower Grand RGB 650 SE  ,ATX, Rating80+ Gold,650 W,Full,5, 2,
 LC-Power LC6650 V2.3  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
 Cooler Master XG750  ,ATX, Rating80+ Platinum,750 W,Full,0, 0,
 Thermaltake Toughpower GF1 - TT Premium  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 ENDORFY Supremo FM5  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 SeaSonic 1000FX WHITE  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 Thermaltake Toughpower Grand  ,ATX, Rating80+ Platinum,600 W,Semi,0, 0,
" FSP Group Hydro Ti PRO,Gen 5  ",ATX, Rating80+ Titanium,850 W,Full,0, 0,
 Corsair AX750  ,ATX, Rating80+ Gold,750 W,Full,5, 22,
 Cooler Master 500W MasterWatt Lite 230V  ,ATX, Rating80+,500 W,No,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Gold,650 W,Full,5, 8,
 Silverstone Strider Plus  ,ATX, Rating80+ Bronze,500 W,Full,4, 2,
 Rosewill PHOTON-650  ,ATX, Rating80+ Gold,650 W,Full,5, 16,
 Super Flower LEADEX VII Platinum PRO  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,$199.99
 FSP Group Hydro PTM PRO  ,ATX, Rating80+ Platinum,1200 W,Full,0, 0,
 LC-Power LC V2.31  ,TFX, Rating,400 W,No,0, 0,
 FSP Group FSP500-50FSPT  ,Flex ATX, Rating80+ Platinum,500 W,No,0, 0,$198.99
 Fractal Design Anode Bronze  ,ATX, Rating80+ Bronze,750 W,Semi,0, 0,$142.19
 Corsair AX650  ,ATX, Rating80+ Gold,650 W,Full,5, 2,$250.00
 Antec Earthwatts Green  ,ATX, Rating80+,500 W,No,3, 1,$108.11
 SeaSonic SSP-300SFG  ,SFX, Rating80+ Gold,300 W,No,5, 1,
 FSP Group FSP300-57FCB  ,Flex ATX, Rating80+ Gold,300 W,Full,0, 0,
 Thermaltake Smart  ,ATX, Rating80+,430 W,No,0, 0,
 OCZ ModXStream Pro  ,ATX, Rating80+,600 W,Semi,4, 33,
 Cooler Master MWE Gold 750  ,ATX, Rating80+ Gold,750 W,No,0, 0,
 Antec CSK  ,ATX, Rating80+ Bronze,450 W,No,0, 0,
 FSP Group AU-400FL  ,ATX, Rating80+ Gold,400 W,Semi,0, 0,
 FSP Group FSP220-60LE,Mini ITX, Rating80+,220 W,No,5, 1,
 Corsair G700  ,ATX, Rating80+,700 W,No,5, 2,
 Cooler Master Elite V2  ,ATX, Rating,550 W,No,3, 10,
 be quiet! STRAIGHT POWER E9 680W / CM  ,ATX, Rating80+ Gold,680 W,Semi,5, 2,
 Super Flower Leadex V Pro  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,$189.99
 EVGA SuperNOVA G FTW  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$154.99
 SeaSonic CORE GM  ,ATX, Rating80+ Gold,550 W,Semi,5, 1,
 Xilence XP700R6  ,ATX, Rating,700 W,No,0, 0,
 Thermaltake Toughpower PF1 - TT Premium Edition  ,ATX, Rating80+ Platinum,750 W,Full,4, 1,
 Cooler Master V550  ,ATX, Rating80+ Gold,550 W,Full,5, 7,
 SeaSonic Platinum  ,ATX, Rating80+ Platinum,1000 W,Full,5, 14,
 SeaSonic X  ,ATX, Rating80+ Gold,850 W,Full,5, 38,
 SeaSonic Platinum  ,ATX, Rating80+ Platinum,660 W,Full,5, 18,
 SeaSonic TFX 350  ,TFX, Rating80+ Gold,350 W,Full,0, 0,
 Cooler Master MasterWatt 750 TUF Gaming Edition  ,ATX, Rating80+ Bronze,750 W,Semi,4, 1,
 EVGA 450 B1  ,ATX, Rating80+ Bronze,450 W,No,5, 38,
 PC Power & Cooling Silencer Mk II  ,ATX, Rating80+ Silver,950 W,No,5, 4,
 Raidmax Cobra  ,ATX, Rating80+ Bronze,700 W,No,4, 3,
 Cooler Master MWE Gold 650  ,ATX, Rating80+ Gold,650 W,No,5, 1,
 FSP Group Hydro K Pro ATX3.0  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 In Win A65  ,ATX, Rating80+,650 W,No,0, 0,
 Thermaltake German  ,ATX, Rating80+,630 W,No,0, 0,
 SeaSonic SS-300TFX Bronze  ,TFX, Rating80+ Bronze,300 W,No,5, 1,$62.92
 SeaSonic PRIME Ultra Gold 750  ,ATX, Rating80+ Gold,750 W,Full,5, 3,$169.99
 Athena Power Apollo  ,SFX, Rating,300 W,No,0, 0,$49.99
 Fractal Design Anode Bronze  ,ATX, Rating80+ Bronze,650 W,Semi,0, 0,
 SeaSonic 750FX WHITE  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Cooler Master Silent Pro Gold  ,ATX, Rating80+ Gold,1000 W,Semi,5, 5,
 be quiet! System Power U9  ,ATX, Rating80+ Bronze,600 W,No,5, 3,
 Rosewill Capstone  ,ATX, Rating80+ Gold,650 W,Semi,5, 7,
 be quiet! Dark Power Pro 11  ,ATX, Rating80+ Platinum,1000 W,Semi,5, 1,
 Cooler Master GX III GOLD  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Fractal Design Anode Bronze  ,SFX, Rating80+ Bronze,450 W,No,0, 0,
 be quiet! Pure Power L8  ,ATX, Rating80+ Bronze,630 W,Semi,0, 0,
 Cougar GX-S  ,ATX, Rating80+ Gold,550 W,No,4, 1,
 Corsair VS400  ,ATX, Rating80+,400 W,No,5, 1,$369.00
 Silverstone SX300-B  ,SFX, Rating80+ Bronze,300 W,No,0, 0,
 Deepcool DA600N  ,ATX, Rating80+ Bronze,600 W,No,0, 0,
 be quiet! Pure Power 10 CM  ,ATX, Rating80+ Silver,400 W,Semi,5, 6,
 Apex AL-D500EXP  ,ATX, Rating,500 W,No,3, 2,
 SeaSonic SSP-300ST  ,ATX, Rating80+ Bronze,300 W,No,0, 0,
 SeaSonic M12II  ,ATX, Rating80+ Bronze,430 W,No,5, 5,
 Thermaltake Smart  ,ATX, Rating80+ Bronze,850 W,Semi,5, 17,
 SeaSonic FOCUS SGX  ,SFX, Rating80+ Gold,450 W,Full,5, 4,
